RecordCounter,HeaderID,VTAGNO,REC,POT_NO,POT_TYPE_ID,DAY_PULL,CLENGTH,SEX,COLOUR,SETOSE,OLD_ANT,OLD_LEGS,NEW_ANT,NEW_LEGS,REG_ANT,REG_LEGS,REMARKS,Pot.Remarks,PWO,WKW,PWF,y,m,d,Longitude,Latitude
974851,14728,V177763,1,2,8,1,45.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 ,,,,,2018,2,8,114.887817,-29.171072
974852,14728,V190434,NA,2,8,1,61.79999924,F,R,NA,NA,1,NA,1,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974853,14728,V177796,1,2,8,1,53.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 ,,,,,2018,2,8,114.887817,-29.171072
974854,14728,V190433,NA,2,8,1,42.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974855,14728,V177758,1,2,8,1,46.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 ,,,,,2018,2,8,114.887817,-29.171072
974856,14728,NA,NA,2,8,1,34.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,"PLEO #7, #8 ",,,,,2018,2,8,114.887817,-29.171072
974857,14728,NA,NA,2,8,1,37.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974858,14728,V190432,NA,2,8,1,38.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974859,14728,V190431,NA,2,8,1,61.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974860,14728,V190430,NA,3,8,1,68.69999695,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974861,14728,V190240,1,3,8,1,57.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1,,,,,2018,2,8,114.887817,-29.171072
974862,14728,V177784,1,3,8,1,57.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1,,,,,2018,2,8,114.887817,-29.171072
974863,14728,V190128,1,3,8,1,62.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,UNKNOWN PLEO,,,,,2018,2,8,114.887817,-29.171072
974864,14728,V190428,NA,3,8,1,61.79999924,F,R,NA,NA,NA,NA,NA,NA,3,NA,,,,,2018,2,8,114.887817,-29.171072
974865,14728,V177790,1,3,8,1,57.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 ,,,,,2018,2,8,114.887817,-29.171072
974866,14728,V190429,NA,3,8,1,44.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974867,14728,V190427,NA,3,8,1,55.20000076,F,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974868,14728,V190426,NA,3,8,1,61.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974869,14728,V177793,1,3,8,1,64.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 RECAP,,,,,2018,2,8,114.887817,-29.171072
974870,14728,V190252,1,3,8,1,51.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 RECAP,,,,,2018,2,8,114.887817,-29.171072
974872,14728,V190425,NA,4,8,1,62.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974873,14728,V190424,NA,4,8,1,61.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974874,14728,V190423,NA,4,8,1,58.5,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 8 RECAP,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974875,14728,V190422,NA,4,8,1,75.19999695,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974876,14728,V190421,NA,4,8,1,46.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974877,14728,V190420,NA,4,8,1,64.80000305,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974878,14728,V190419,NA,4,8,1,67,F,R,NA,NA,NA,1,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974879,14728,V190418,NA,4,8,1,39.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974880,14728,V190417,NA,4,8,1,42,F,R,NA,NA,2,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974881,14728,NA,NA,4,8,1,42.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,TAG LOST IN BUCKET,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974882,14728,V190414,NA,4,8,1,54.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974883,14728,V190413,NA,4,8,1,49.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974884,14728,V190451,NA,4,8,1,40.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974885,14728,V190452,NA,4,8,1,44.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974886,14728,V190453,NA,4,8,1,55.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974887,14728,V190454,NA,4,8,1,57,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974888,14728,V190455,NA,4,8,1,48.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974889,14728,V190457,NA,4,8,1,43.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974890,14728,V190458,NA,4,8,1,59.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974891,14728,V190459,NA,4,8,1,52.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974892,14728,V190460,NA,4,8,1,39.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974893,14728,V190462,NA,4,8,1,52.70000076,M,R,NA,NA,NA,2,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974894,14728,V190463,NA,4,8,1,53.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974895,14728,V190130,1,4,8,1,59.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974896,14728,V190464,NA,4,8,1,58,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974897,14728,V190465,NA,4,8,1,41.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974898,14728,NA,NA,4,8,1,35.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974899,14728,NA,NA,4,8,1,35.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974900,14728,V190466,NA,4,8,1,40.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974901,14728,V190467,NA,5,8,1,61.5,M,R,NA,NA,NA,NA,NA,NA,NA,,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974902,14728,V190468,NA,5,8,1,40.20000076,F,R,NA,NA,1,NA,1,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974903,14728,V190469,NA,5,8,1,44.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974904,14728,V190470,NA,5,8,1,46.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974905,14728,V190471,NA,6,8,1,58,F,R,NA,NA,NA,NA,NA,NA,NA,,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974906,14728,V190472,NA,6,8,1,49.20000076,F,R,NA,NA,NA,NA,NA,NA,5,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974907,14728,NA,NA,6,8,1,35.29999924,F,R,NA,NA,NA,NA,NA,NA,1,PLEO # 7 TAKEN,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974908,14728,V190473,NA,6,8,1,46.90000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974909,14728,NA,NA,6,8,1,33.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 7 TAKEN,Pot drifted,,,,2018,2,8,114.887817,-29.171072
974910,14728,V190309,1,7,8,1,63,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #4 ,,,,,2018,2,8,114.887817,-29.171072
974911,14728,V190474,NA,7,8,1,69.19999695,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974912,14728,V190475,NA,7,8,1,53.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974913,14728,V190476,NA,7,8,1,72,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974914,14728,V190008,1,7,8,1,67.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #4 ,,,,,2018,2,8,114.887817,-29.171072
974915,14728,V190477,NA,7,8,1,47.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974916,14728,V190478,NA,7,8,1,58.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974917,14728,V190479,NA,7,8,1,43.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974918,14728,V190480,NA,7,8,1,53.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974919,14728,V190481,NA,7,8,1,40,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974920,14728,V190498,NA,7,8,1,66.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974921,14728,V190497,NA,7,8,1,48.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974922,14728,V190496,NA,7,8,1,39.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974923,14728,V190495,NA,8,8,1,48,M,R,NA,NA,NA,NA,NA,NA,NA,,Seaweed,,,,2018,2,8,114.887817,-29.171072
974924,14728,V190494,NA,8,8,1,50.29999924,M,R,NA,NA,NA,NA,2,NA,NA,NA,Seaweed,,,,2018,2,8,114.887817,-29.171072
974925,14728,V190493,NA,8,8,1,67.80000305,M,R,NA,NA,NA,NA,NA,NA,6,NA,Seaweed,,,,2018,2,8,114.887817,-29.171072
974926,14728,NA,NA,8,8,1,36.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 7 TAKEN,Seaweed,,,,2018,2,8,114.887817,-29.171072
974927,14728,V190491,NA,8,8,1,61.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Seaweed,,,,2018,2,8,114.887817,-29.171072
974928,14728,V190490,NA,8,8,1,40.09999847,F,R,NA,1,NA,NA,NA,NA,NA,NA,Seaweed,,,,2018,2,8,114.887817,-29.171072
974929,14728,V190489,NA,8,8,1,49.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Seaweed,,,,2018,2,8,114.887817,-29.171072
974930,14728,V190488,NA,8,8,1,50,M,R,NA,NA,NA,NA,1,NA,NA,NA,Seaweed,,,,2018,2,8,114.887817,-29.171072
974931,14728,V190487,NA,9,8,1,42.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974932,14728,V190549,NA,10,8,1,54,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974933,14728,V190547,NA,10,8,1,57.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974934,14728,V190546,NA,10,8,1,36.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974935,14728,V190545,NA,10,8,1,47.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974936,14728,V190543,NA,10,8,1,53.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974937,14728,V190542,NA,10,8,1,63.5,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3 ,,,,,2018,2,8,114.887817,-29.171072
974938,14728,V190541,NA,10,8,1,63.29999924,M,R,NA,NA,NA,1,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974939,14728,V190540,NA,10,8,1,43.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974940,14728,V190298,1,10,8,1,48.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 ,,,,,2018,2,8,114.887817,-29.171072
974941,14728,V190539,NA,10,8,1,56.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974942,14728,V190538,NA,10,8,1,44.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974943,14728,V190356,1,10,8,1,60.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 ,,,,,2018,2,8,114.887817,-29.171072
974944,14728,NA,NA,10,8,1,37.59999847,M,R,NA,NA,NA,1,NA,NA,NA,"PLEO #7, #8 ",,,,,2018,2,8,114.887817,-29.171072
974945,14728,NA,NA,10,8,1,34.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974946,14728,V190537,NA,10,8,1,39,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974947,14728,V190393,1,10,8,1,41.59999847,M,R,NA,NA,NA,1,NA,NA,NA,PLEO #1 ,,,,,2018,2,8,114.887817,-29.171072
974948,14728,V190299,1,10,8,1,47.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 ,,,,,2018,2,8,114.887817,-29.171072
974949,14728,V190536,NA,11,8,1,71.69999695,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974950,14728,V190272,1,11,8,1,75.30000305,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 ,,,,,2018,2,8,114.887817,-29.171072
974951,14728,V190535,NA,11,8,1,71.80000305,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974952,14728,V190110,1,11,8,1,55.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #4,,,,,2018,2,8,114.887817,-29.171072
974953,14728,V190279,1,11,8,1,75.69999695,M,R,NA,NA,NA,1,NA,NA,NA,PLEO #1,,,,,2018,2,8,114.887817,-29.171072
974954,14728,V190534,NA,11,8,1,63.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974955,14728,V190533,NA,11,8,1,61.5,F,R,NA,NA,2,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974956,14728,V190532,NA,11,8,1,69.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974957,14728,V190531,NA,11,8,1,55.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974958,14728,V190530,NA,11,8,1,59.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974959,14728,V190529,NA,11,8,1,77,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974960,14728,V190187,1,11,8,1,61.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974961,14728,NA,NA,11,8,1,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,Flipped over side 60mm (ish),,,,,2018,2,8,114.887817,-29.171072
974962,14728,V190528,NA,11,8,1,62.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974963,14728,V190527,NA,11,8,1,66.19999695,M,R,NA,NA,NA,NA,NA,NA,8,NA,,,,,2018,2,8,114.887817,-29.171072
974964,14728,V190526,NA,12,8,1,45.5,M,R,NA,NA,NA,1,NA,NA,NA,K205,,,,,2018,2,8,114.887817,-29.171072
974965,14728,V190525,NA,12,8,1,48.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,K205,,,,,2018,2,8,114.887817,-29.171072
974966,14728,V190524,NA,12,8,1,60.79999924,F,R,NA,NA,NA,NA,1,1,NA,K205,,,,,2018,2,8,114.887817,-29.171072
974967,14728,NA,NA,12,8,1,32,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974968,14728,V190523,NA,12,8,1,58.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,Tag loss,,,,,2018,2,8,114.887817,-29.171072
974969,14728,NA,NA,12,8,1,34.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974970,14728,V190522,NA,12,8,1,43.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974971,14728,V190521,NA,12,8,1,38.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974972,14728,V190520,NA,12,8,1,58.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974973,14728,V190519,NA,12,8,1,57.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974974,14728,NA,NA,12,8,1,36,M,R,NA,NA,NA,NA,NA,NA,1,NA,,,,,2018,2,8,114.887817,-29.171072
974975,14728,V190517,NA,12,8,1,49.20000076,M,R,NA,NA,NA,2,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974976,14728,NA,NA,12,8,1,32.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974977,14728,V190516,NA,12,8,1,40.20000076,F,R,NA,NA,NA,1,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974978,14728,V190515,NA,12,8,1,46.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974979,14728,NA,NA,12,8,1,35.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974980,14728,V190514,NA,12,8,1,42.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
974981,14728,NA,NA,12,8,1,32.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,2,8,114.887817,-29.171072
976099,14777,V190387,NA,1,8,1,78.80000305,M,R,NA,NA,NA,NA,NA,NA,NA,K200,,,,,2018,3,13,114.887817,-29.171072
976100,14777,V190386,NA,1,8,1,62.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,K200,,,,,2018,3,13,114.887817,-29.171072
976101,14777,V190385,NA,1,8,1,63.59999847,F,R,NA,NA,3,NA,NA,NA,NA,K200,,,,,2018,3,13,114.887817,-29.171072
976102,14777,V190287,1,1,8,1,44,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976103,14777,V190488,1,1,8,1,49.29999924,M,R,NA,NA,1,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976104,14777,V190384,NA,1,8,1,60.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976105,14777,V190300,1,1,8,1,57.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976106,14777,V190383,NA,1,8,1,79.80000305,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976107,14777,V190382,NA,1,8,1,61.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976108,14777,V190381,NA,1,8,1,69.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976109,14777,V190380,NA,1,8,1,74.69999695,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976110,14777,V190290,1,1,8,1,54.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,"PLEO #1, Damage to other Pleopods",,,,,2018,3,13,114.887817,-29.171072
976111,14777,V190379,NA,1,8,1,66.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976112,14777,V190378,NA,1,8,1,57.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976113,14777,V190377,NA,1,8,1,36,F,R,NA,NA,NA,1,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976114,14777,V190001,1,1,8,1,75.19999695,F,R,NA,NA,NA,1,NA,NA,2,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976115,14777,V190297,1,1,8,1,54.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976116,14777,V190375,NA,1,8,1,48.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976117,14777,V190374,NA,1,8,1,39.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976118,14777,NA,NA,1,8,1,35.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976119,14777,V190521,1,1,8,1,38.59999847,M,R,NA,NA,NA,NA,1,NA,NA,"PLEO #1, #8",,,,,2018,3,13,114.887817,-29.171072
976120,14777,V190373,NA,1,8,1,44.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976121,14777,V190372,NA,1,8,1,46.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976122,14777,V190371,NA,1,8,1,45.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976123,14777,NA,NA,1,8,1,32,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976124,14777,NA,NA,1,8,1,35.59999847,F,R,NA,NA,NA,1,NA,NA,NA,PLEO #8,,,,,2018,3,13,114.887817,-29.171072
976125,14777,V190291,1,1,8,1,49.59999847,M,R,NA,1,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976126,14777,V190522,1,1,8,1,43,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976127,14777,V190369,NA,1,8,1,36.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976128,14777,V190357,1,1,8,1,48,M,R,NA,1,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976129,14777,V190520,1,2,8,1,58.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976130,14777,V190524,1,2,8,1,60.59999847,F,R,NA,1,1,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976131,14777,V190368,NA,2,8,1,60.09999847,F,R,NA,NA,1,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976132,14777,V190267,1,2,8,1,66.80000305,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976133,14777,V190367,NA,2,8,1,47.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976134,14777,V190366,NA,2,8,1,44,F,R,NA,NA,NA,1,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976135,14777,V190272,1,2,8,1,75.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,"PLEO #1, Tail damage",,,,,2018,3,13,114.887817,-29.171072
976136,14777,V190393,1,2,8,1,41.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976137,14777,V190365,NA,2,8,1,55.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976138,14777,V190340,NA,2,8,1,65.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976139,14777,V190361,1,2,8,1,49.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976140,14777,V190302,1,2,8,1,55.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976141,14777,V190306,1,2,8,1,58.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976142,14777,V190539,1,2,8,1,55.79999924,F,R,NA,NA,NA,1,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976143,14777,V190289,1,2,8,1,65,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976144,14777,V190338,NA,2,8,1,53.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,microsporidiosis,,,,,2018,3,13,114.887817,-29.171072
976145,14777,NA,NA,2,8,1,36.09999847,M,R,NA,NA,NA,1,NA,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
976146,14777,V190265,1,3,8,1,72.69999695,F,R,NA,NA,1,NA,NA,NA,NA,PLEO #1,,,,,2018,3,13,114.887817,-29.171072
976147,14777,V190337,NA,3,8,1,73,M,R,NA,NA,NA,NA,2,NA,NA,NA,,,,,2018,3,13,114.887817,-29.171072
