"sizeclass","Sample","Count","Date","Location","Site","Longitude","Latitude"
"Sublegal","12.2.CHN2",8,"2019-07-09","Cliff Head","Cliff Head North",114.9559,-29.4841
"All","12.2.CHN22",3,"2019-07-09","Cliff Head","Cliff Head North",114.9557,-29.4844833333333
"Legal","12.2.CHN22",0,"2019-07-09","Cliff Head","Cliff Head North",114.9557,-29.4844833333333
"Sublegal","12.2.CHN22",3,"2019-07-09","Cliff Head","Cliff Head North",114.9557,-29.4844833333333
"All","12.2.CHN23",6,"2019-07-09","Cliff Head","Cliff Head North",114.956983333333,-29.4818
"Legal","12.2.CHN23",2,"2019-07-09","Cliff Head","Cliff Head North",114.956983333333,-29.4818
"Sublegal","12.2.CHN23",4,"2019-07-09","Cliff Head","Cliff Head North",114.956983333333,-29.4818
"All","12.2.CHN26",0,"2019-07-09","Cliff Head","Cliff Head North",114.956966666667,-29.4815333333333
"Legal","12.2.CHN26",0,"2019-07-09","Cliff Head","Cliff Head North",114.956966666667,-29.4815333333333
"Sublegal","12.2.CHN26",0,"2019-07-09","Cliff Head","Cliff Head North",114.956966666667,-29.4815333333333
"All","12.2.CHN28",4,"2019-07-09","Cliff Head","Cliff Head North",114.9571,-29.4799666666667
"Legal","12.2.CHN28",2,"2019-07-09","Cliff Head","Cliff Head North",114.9571,-29.4799666666667
"Sublegal","12.2.CHN28",2,"2019-07-09","Cliff Head","Cliff Head North",114.9571,-29.4799666666667
"All","12.2.CHN30",0,"2019-07-09","Cliff Head","Cliff Head North",114.95695,-29.4804333333333
"Legal","12.2.CHN30",0,"2019-07-09","Cliff Head","Cliff Head North",114.95695,-29.4804333333333
"Sublegal","12.2.CHN30",0,"2019-07-09","Cliff Head","Cliff Head North",114.95695,-29.4804333333333
"All","12.2.CHN32",3,"2019-07-09","Cliff Head","Cliff Head North",114.95715,-29.4824166666667
"Legal","12.2.CHN32",1,"2019-07-09","Cliff Head","Cliff Head North",114.95715,-29.4824166666667
"Sublegal","12.2.CHN32",2,"2019-07-09","Cliff Head","Cliff Head North",114.95715,-29.4824166666667
"All","12.2.CHN4",4,"2019-07-09","Cliff Head","Cliff Head North",114.95915,-29.4827
"Legal","12.2.CHN4",2,"2019-07-09","Cliff Head","Cliff Head North",114.95915,-29.4827
"Sublegal","12.2.CHN4",2,"2019-07-09","Cliff Head","Cliff Head North",114.95915,-29.4827
"All","12.2.CHN40",2,"2019-07-09","Cliff Head","Cliff Head North",114.95635,-29.4828166666667
"Legal","12.2.CHN40",0,"2019-07-09","Cliff Head","Cliff Head North",114.95635,-29.4828166666667
"Sublegal","12.2.CHN40",2,"2019-07-09","Cliff Head","Cliff Head North",114.95635,-29.4828166666667
"All","12.2.CHN41",1,"2019-07-09","Cliff Head","Cliff Head North",114.957133333333,-29.4799666666667
"Legal","12.2.CHN41",1,"2019-07-09","Cliff Head","Cliff Head North",114.957133333333,-29.4799666666667
"Sublegal","12.2.CHN41",0,"2019-07-09","Cliff Head","Cliff Head North",114.957133333333,-29.4799666666667
"All","12.2.CHN44",4,"2019-07-09","Cliff Head","Cliff Head North",114.95725,-29.4808166666667
"Legal","12.2.CHN44",2,"2019-07-09","Cliff Head","Cliff Head North",114.95725,-29.4808166666667
"Sublegal","12.2.CHN44",2,"2019-07-09","Cliff Head","Cliff Head North",114.95725,-29.4808166666667
"All","12.2.CHN46",3,"2019-07-09","Cliff Head","Cliff Head North",114.958983333333,-29.4832
"Legal","12.2.CHN46",2,"2019-07-09","Cliff Head","Cliff Head North",114.958983333333,-29.4832
"Sublegal","12.2.CHN46",1,"2019-07-09","Cliff Head","Cliff Head North",114.958983333333,-29.4832
"All","12.2.CHN50",2,"2019-07-09","Cliff Head","Cliff Head North",114.958433333333,-29.4840166666667
"Legal","12.2.CHN50",1,"2019-07-09","Cliff Head","Cliff Head North",114.958433333333,-29.4840166666667
"Sublegal","12.2.CHN50",1,"2019-07-09","Cliff Head","Cliff Head North",114.958433333333,-29.4840166666667
"All","12.2.CHN8",1,"2019-07-09","Cliff Head","Cliff Head North",114.957216666667,-29.4791
"Legal","12.2.CHN8",0,"2019-07-09","Cliff Head","Cliff Head North",114.957216666667,-29.4791
"Sublegal","12.2.CHN8",1,"2019-07-09","Cliff Head","Cliff Head North",114.957216666667,-29.4791
"All","12.2.GR13",2,"2019-07-09","Golden Ridge","Golden Ridge",114.928516666667,-29.5385833333333
"Legal","12.2.GR13",0,"2019-07-09","Golden Ridge","Golden Ridge",114.928516666667,-29.5385833333333
"Sublegal","12.2.GR13",2,"2019-07-09","Golden Ridge","Golden Ridge",114.928516666667,-29.5385833333333
"All","12.2.GR20",4,"2019-07-09","Golden Ridge","Golden Ridge",114.928716666667,-29.5394333333333
"Legal","12.2.GR20",3,"2019-07-09","Golden Ridge","Golden Ridge",114.928716666667,-29.5394333333333
"Sublegal","12.2.GR20",1,"2019-07-09","Golden Ridge","Golden Ridge",114.928716666667,-29.5394333333333
"All","12.2.GR21",7,"2019-07-09","Golden Ridge","Golden Ridge",114.928283333333,-29.5392
"Legal","12.2.GR21",3,"2019-07-09","Golden Ridge","Golden Ridge",114.928283333333,-29.5392
"Sublegal","12.2.GR21",4,"2019-07-09","Golden Ridge","Golden Ridge",114.928283333333,-29.5392
"All","12.2.GR27",6,"2019-07-09","Golden Ridge","Golden Ridge",114.929366666667,-29.5370666666667
"Legal","12.2.GR27",2,"2019-07-09","Golden Ridge","Golden Ridge",114.929366666667,-29.5370666666667
"Sublegal","12.2.GR27",4,"2019-07-09","Golden Ridge","Golden Ridge",114.929366666667,-29.5370666666667
"All","12.2.GR34",1,"2019-07-09","Golden Ridge","Golden Ridge",114.928533333333,-29.54005
"Legal","12.2.GR34",0,"2019-07-09","Golden Ridge","Golden Ridge",114.928533333333,-29.54005
"Sublegal","12.2.GR34",1,"2019-07-09","Golden Ridge","Golden Ridge",114.928533333333,-29.54005
"All","12.2.GR36",14,"2019-07-09","Golden Ridge","Golden Ridge",114.9286,-29.5371
"Legal","12.2.GR36",1,"2019-07-09","Golden Ridge","Golden Ridge",114.9286,-29.5371
"Sublegal","12.2.GR36",13,"2019-07-09","Golden Ridge","Golden Ridge",114.9286,-29.5371
"All","12.2.GR45",2,"2019-07-09","Golden Ridge","Golden Ridge",114.928533333333,-29.5381333333333
"Legal","12.2.GR45",0,"2019-07-09","Golden Ridge","Golden Ridge",114.928533333333,-29.5381333333333
"Sublegal","12.2.GR45",2,"2019-07-09","Golden Ridge","Golden Ridge",114.928533333333,-29.5381333333333
"All","12.2.GR49",0,"2019-07-09","Golden Ridge","Golden Ridge",114.927816666667,-29.5404833333333
"Legal","12.2.GR49",0,"2019-07-09","Golden Ridge","Golden Ridge",114.927816666667,-29.5404833333333
"Sublegal","12.2.GR49",0,"2019-07-09","Golden Ridge","Golden Ridge",114.927816666667,-29.5404833333333
"All","12.2.GR5",3,"2019-07-09","Golden Ridge","Golden Ridge",114.92945,-29.5367166666667
"Legal","12.2.GR5",3,"2019-07-09","Golden Ridge","Golden Ridge",114.92945,-29.5367166666667
"Sublegal","12.2.GR5",0,"2019-07-09","Golden Ridge","Golden Ridge",114.92945,-29.5367166666667
"All","12.2.GR8",3,"2019-07-09","Golden Ridge","Golden Ridge",114.92945,-29.5354333333333
"Legal","12.2.GR8",0,"2019-07-09","Golden Ridge","Golden Ridge",114.92945,-29.5354333333333
"Sublegal","12.2.GR8",3,"2019-07-09","Golden Ridge","Golden Ridge",114.92945,-29.5354333333333
"All","12.2.LHS1",2,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.925233333333,-29.4656833333333
"Legal","12.2.LHS1",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.925233333333,-29.4656833333333
"Sublegal","12.2.LHS1",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.925233333333,-29.4656833333333
"All","12.2.LHS12",2,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917333333333,-29.50215
"Legal","12.2.LHS12",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917333333333,-29.50215
"Sublegal","12.2.LHS12",2,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917333333333,-29.50215
"All","12.2.LHS13",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928516666667,-29.5385833333333
"Legal","12.2.LHS13",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928516666667,-29.5385833333333
"Sublegal","12.2.LHS13",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928516666667,-29.5385833333333
"All","12.2.LHS15",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917883333333,-29.5012833333333
"Legal","12.2.LHS15",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917883333333,-29.5012833333333
"Sublegal","12.2.LHS15",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917883333333,-29.5012833333333
"All","12.2.LHS17",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.924283333333,-29.4649666666667
"Legal","12.2.LHS17",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.924283333333,-29.4649666666667
"Sublegal","12.2.LHS17",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.924283333333,-29.4649666666667
"All","12.2.LHS20",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928716666667,-29.5394333333333
"Legal","12.2.LHS20",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928716666667,-29.5394333333333
"Sublegal","12.2.LHS20",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928716666667,-29.5394333333333
"All","12.2.LHS21",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928283333333,-29.5392
"Legal","12.2.LHS21",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928283333333,-29.5392
"Sublegal","12.2.LHS21",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928283333333,-29.5392
"All","12.2.LHS24",6,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9262,-29.4608666666667
"Legal","12.2.LHS24",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9262,-29.4608666666667
"Sublegal","12.2.LHS24",5,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9262,-29.4608666666667
"All","12.2.LHS25",4,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.926533333333,-29.4595333333333
"Legal","12.2.LHS25",3,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.926533333333,-29.4595333333333
"Sublegal","12.2.LHS25",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.926533333333,-29.4595333333333
"All","12.2.LHS27",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.923433333333,-29.4672666666667
"Legal","12.2.LHS27",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.923433333333,-29.4672666666667
"Sublegal","12.2.LHS27",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.923433333333,-29.4672666666667
"All","12.2.LHS272",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.929366666667,-29.5370666666667
"Legal","12.2.LHS272",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.929366666667,-29.5370666666667
"Sublegal","12.2.LHS272",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.929366666667,-29.5370666666667
"All","12.2.LHS29",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.921566666667,-29.5008666666667
"Legal","12.2.LHS29",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.921566666667,-29.5008666666667
"Sublegal","12.2.LHS29",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.921566666667,-29.5008666666667
"All","12.2.LHS3",4,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9267,-29.45995
"Legal","12.2.LHS3",3,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9267,-29.45995
"Sublegal","12.2.LHS3",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9267,-29.45995
"All","12.2.LHS31",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.915766666667,-29.5031666666667
"Legal","12.2.LHS31",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.915766666667,-29.5031666666667
"Sublegal","12.2.LHS31",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.915766666667,-29.5031666666667
"All","12.2.LHS33",3,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.919066666667,-29.5011833333333
"Legal","12.2.LHS33",2,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.919066666667,-29.5011833333333
"Sublegal","12.2.LHS33",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.919066666667,-29.5011833333333
"All","12.2.LHS34",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928533333333,-29.54005
"Legal","12.2.LHS34",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928533333333,-29.54005
"Sublegal","12.2.LHS34",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928533333333,-29.54005
"All","12.2.LHS35",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917316666667,-29.5032333333333
"Legal","12.2.LHS35",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917316666667,-29.5032333333333
"Sublegal","12.2.LHS35",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917316666667,-29.5032333333333
"All","12.2.LHS36",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9286,-29.5371
"Legal","12.2.LHS36",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9286,-29.5371
"Sublegal","12.2.LHS36",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9286,-29.5371
"All","12.2.LHS38",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.91395,-29.5052
"Legal","12.2.LHS38",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.91395,-29.5052
"Sublegal","12.2.LHS38",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.91395,-29.5052
"All","12.2.LHS39",7,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.920633333333,-29.50075
"Legal","12.2.LHS39",2,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.920633333333,-29.50075
"Sublegal","12.2.LHS39",5,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.920633333333,-29.50075
"All","12.2.LHS43",2,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.923866666667,-29.4671333333333
"Legal","12.2.LHS43",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.923866666667,-29.4671333333333
"Sublegal","12.2.LHS43",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.923866666667,-29.4671333333333
"All","12.2.LHS45",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928533333333,-29.5381333333333
"Legal","12.2.LHS45",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928533333333,-29.5381333333333
"Sublegal","12.2.LHS45",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.928533333333,-29.5381333333333
"All","12.2.LHS47",4,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.92645,-29.4603166666667
"Legal","12.2.LHS47",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.92645,-29.4603166666667
"Sublegal","12.2.LHS47",3,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.92645,-29.4603166666667
"All","12.2.LHS48",2,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917466666667,-29.5036166666667
"Legal","12.2.LHS48",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917466666667,-29.5036166666667
"Sublegal","12.2.LHS48",2,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.917466666667,-29.5036166666667
"All","12.2.LHS5",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.929483333333,-29.5367166666667
"Legal","12.2.LHS5",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.929483333333,-29.5367166666667
"Sublegal","12.2.LHS5",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.929483333333,-29.5367166666667
"All","12.2.LHS6",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.92665,-29.4592166666667
"Legal","12.2.LHS6",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.92665,-29.4592166666667
"Sublegal","12.2.LHS6",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.92665,-29.4592166666667
"All","12.2.LHS7",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9252,-29.4667333333333
"Legal","12.2.LHS7",1,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9252,-29.4667333333333
"Sublegal","12.2.LHS7",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.9252,-29.4667333333333
"All","12.2.LHS8",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.92945,-29.5354333333333
"Legal","12.2.LHS8",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.92945,-29.5354333333333
"Sublegal","12.2.LHS8",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.92945,-29.5354333333333
"All","12.2.LHS9",11,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.927816666667,-29.5404833333333
"Legal","12.2.LHS9",3,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.927816666667,-29.5404833333333
"Sublegal","12.2.LHS9",8,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.927816666667,-29.5404833333333
"All","12.2.LHS91",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.914183333333,-29.50575
"Legal","12.2.LHS91",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.914183333333,-29.50575
"Sublegal","12.2.LHS91",0,"2019-07-09","Little Horseshoe","Little HorseshoeS",114.914183333333,-29.50575
"All","12.2018-11-7",13,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","12.2018-11-7",0,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","12.2018-11-7",13,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","12.2018-11-8",5,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","12.2018-11-8",0,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","12.2018-11-8",5,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","12.2018-5-23",18,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","12.2018-5-23",0,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","12.2018-5-23",18,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","12.2018-5-24",27,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","12.2018-5-24",1,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","12.2018-5-24",26,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","12.2018-6-13",1,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","12.2018-6-13",0,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","12.2018-6-13",1,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","12.2018-6-14",13,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","12.2018-6-14",2,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","12.2018-6-14",11,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","12.2018-7-31",0,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","12.2018-7-31",0,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","12.2018-7-31",0,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","2.1.IR1",24,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
"Legal","2.1.IR1",6,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
"Sublegal","2.1.IR1",18,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
"All","2.1.IR10",33,"2018-06-11","Irwin Reef","Irwin Reef",114.8739361,-29.34287155
"Legal","2.1.IR10",1,"2018-06-11","Irwin Reef","Irwin Reef",114.8739361,-29.34287155
"Sublegal","2.1.IR10",32,"2018-06-11","Irwin Reef","Irwin Reef",114.8739361,-29.34287155
"All","2.1.IR2",12,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
"Legal","2.1.IR2",5,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
"Sublegal","2.1.IR2",7,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
"All","2.1.IR3",19,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
"Legal","2.1.IR3",0,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
"Sublegal","2.1.IR3",19,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
"All","2.1.IR4",18,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
"Legal","2.1.IR4",4,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
"Sublegal","2.1.IR4",14,"2018-06-11","Irwin Reef","Irwin Reef",114.8731033,-29.32368333
