"sizeclass","Sample","Count","Date","Location","Site","Longitude","Latitude"
"Sublegal","8.1.LH18",10,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9255667,-29.46109667
"All","8.1.LH20",8,"2018-12-03","Little Horseshoe","Little Horseshoe",114.910745,-29.45563333
"Legal","8.1.LH20",4,"2018-12-03","Little Horseshoe","Little Horseshoe",114.910745,-29.45563333
"Sublegal","8.1.LH20",4,"2018-12-03","Little Horseshoe","Little Horseshoe",114.910745,-29.45563333
"All","8.1.LH27",24,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9111633,-29.45979667
"Legal","8.1.LH27",16,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9111633,-29.45979667
"Sublegal","8.1.LH27",8,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9111633,-29.45979667
"All","8.1.LH31",8,"2018-12-03","Little Horseshoe","Little Horseshoe",114.910725,-29.45729167
"Legal","8.1.LH31",4,"2018-12-03","Little Horseshoe","Little Horseshoe",114.910725,-29.45729167
"Sublegal","8.1.LH31",4,"2018-12-03","Little Horseshoe","Little Horseshoe",114.910725,-29.45729167
"All","8.1.LH33",6,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9065683,-29.45770167
"Legal","8.1.LH33",5,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9065683,-29.45770167
"Sublegal","8.1.LH33",1,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9065683,-29.45770167
"All","8.1.LH34",16,"2018-12-03","Little Horseshoe","Little Horseshoe",114.906395,-29.45816833
"Legal","8.1.LH34",10,"2018-12-03","Little Horseshoe","Little Horseshoe",114.906395,-29.45816833
"Sublegal","8.1.LH34",6,"2018-12-03","Little Horseshoe","Little Horseshoe",114.906395,-29.45816833
"All","8.1.LH35",33,"2018-12-03","Little Horseshoe","Little Horseshoe",114.911265,-29.460805
"Legal","8.1.LH35",25,"2018-12-03","Little Horseshoe","Little Horseshoe",114.911265,-29.460805
"Sublegal","8.1.LH35",8,"2018-12-03","Little Horseshoe","Little Horseshoe",114.911265,-29.460805
"All","8.1.LH36",4,"2018-12-03","Little Horseshoe","Little Horseshoe",114.90631,-29.45862167
"Legal","8.1.LH36",3,"2018-12-03","Little Horseshoe","Little Horseshoe",114.90631,-29.45862167
"Sublegal","8.1.LH36",1,"2018-12-03","Little Horseshoe","Little Horseshoe",114.90631,-29.45862167
"All","8.1.LH37",8,"2018-12-03","Little Horseshoe","Little Horseshoe",114.92644,-29.458865
"Legal","8.1.LH37",5,"2018-12-03","Little Horseshoe","Little Horseshoe",114.92644,-29.458865
"Sublegal","8.1.LH37",3,"2018-12-03","Little Horseshoe","Little Horseshoe",114.92644,-29.458865
"All","8.1.LH4",1,"2018-12-03","Little Horseshoe","Little Horseshoe",114.91106,-29.45885333
"Legal","8.1.LH4",1,"2018-12-03","Little Horseshoe","Little Horseshoe",114.91106,-29.45885333
"Sublegal","8.1.LH4",0,"2018-12-03","Little Horseshoe","Little Horseshoe",114.91106,-29.45885333
"All","8.1.LH46",9,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9064383,-29.45896167
"Legal","8.1.LH46",7,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9064383,-29.45896167
"Sublegal","8.1.LH46",2,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9064383,-29.45896167
"All","8.1.LH47",1,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9158767,-29.483935
"Legal","8.1.LH47",0,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9158767,-29.483935
"Sublegal","8.1.LH47",1,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9158767,-29.483935
"All","8.1.LH48",1,"2018-12-03","Little Horseshoe","Little Horseshoe",114.910685,-29.45642
"Legal","8.1.LH48",0,"2018-12-03","Little Horseshoe","Little Horseshoe",114.910685,-29.45642
"Sublegal","8.1.LH48",1,"2018-12-03","Little Horseshoe","Little Horseshoe",114.910685,-29.45642
"All","8.1.LH5",11,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9108467,-29.45793833
"Legal","8.1.LH5",10,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9108467,-29.45793833
"Sublegal","8.1.LH5",1,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9108467,-29.45793833
"All","8.1.LH50",7,"2018-12-03","Little Horseshoe","Little Horseshoe",114.90689,-29.45724667
"Legal","8.1.LH50",6,"2018-12-03","Little Horseshoe","Little Horseshoe",114.90689,-29.45724667
"Sublegal","8.1.LH50",1,"2018-12-03","Little Horseshoe","Little Horseshoe",114.90689,-29.45724667
"All","8.1.LH6",12,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9260833,-29.46055333
"Legal","8.1.LH6",2,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9260833,-29.46055333
"Sublegal","8.1.LH6",10,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9260833,-29.46055333
"All","8.1.LH7",12,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9175017,-29.48365833
"Legal","8.1.LH7",9,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9175017,-29.48365833
"Sublegal","8.1.LH7",3,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9175017,-29.48365833
"All","8.1.LH8",6,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9263,-29.45998
"Legal","8.1.LH8",4,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9263,-29.45998
"Sublegal","8.1.LH8",2,"2018-12-03","Little Horseshoe","Little Horseshoe",114.9263,-29.45998
"All","8.1.WL10",25,"2018-12-03","White Point","Whites Lump",114.8855083,-29.38385167
"Legal","8.1.WL10",12,"2018-12-03","White Point","Whites Lump",114.8855083,-29.38385167
"Sublegal","8.1.WL10",13,"2018-12-03","White Point","Whites Lump",114.8855083,-29.38385167
"All","8.1.WL24",8,"2018-12-03","White Point","Whites Lump",114.8837383,-29.38148
"Legal","8.1.WL24",3,"2018-12-03","White Point","Whites Lump",114.8837383,-29.38148
"Sublegal","8.1.WL24",5,"2018-12-03","White Point","Whites Lump",114.8837383,-29.38148
"All","8.1.WL28",40,"2018-12-03","White Point","Whites Lump",114.8847933,-29.38317667
"Legal","8.1.WL28",14,"2018-12-03","White Point","Whites Lump",114.8847933,-29.38317667
"Sublegal","8.1.WL28",26,"2018-12-03","White Point","Whites Lump",114.8847933,-29.38317667
"All","8.1.WL3",10,"2018-12-03","White Point","Whites Lump",114.8845167,-29.38269
"Legal","8.1.WL3",6,"2018-12-03","White Point","Whites Lump",114.8845167,-29.38269
"Sublegal","8.1.WL3",4,"2018-12-03","White Point","Whites Lump",114.8845167,-29.38269
"All","8.1.WL30",1,"2018-12-03","White Point","Whites Lump",114.8836383,-29.380995
"Legal","8.1.WL30",0,"2018-12-03","White Point","Whites Lump",114.8836383,-29.380995
"Sublegal","8.1.WL30",1,"2018-12-03","White Point","Whites Lump",114.8836383,-29.380995
"All","8.1.WL32",18,"2018-12-03","White Point","Whites Lump",114.8853083,-29.384495
"Legal","8.1.WL32",8,"2018-12-03","White Point","Whites Lump",114.8853083,-29.384495
"Sublegal","8.1.WL32",10,"2018-12-03","White Point","Whites Lump",114.8853083,-29.384495
"All","8.1.WL40",3,"2018-12-03","White Point","Whites Lump",114.88552,-29.38505167
"Legal","8.1.WL40",2,"2018-12-03","White Point","Whites Lump",114.88552,-29.38505167
"Sublegal","8.1.WL40",1,"2018-12-03","White Point","Whites Lump",114.88552,-29.38505167
"All","8.1.WP1",1,"2018-12-03","White Point","White Point",114.88599,-29.40983667
"Legal","8.1.WP1",1,"2018-12-03","White Point","White Point",114.88599,-29.40983667
"Sublegal","8.1.WP1",0,"2018-12-03","White Point","White Point",114.88599,-29.40983667
"All","8.1.WP19",0,"2018-12-03","White Point","White Point",114.8861783,-29.41293667
"Legal","8.1.WP19",0,"2018-12-03","White Point","White Point",114.8861783,-29.41293667
"Sublegal","8.1.WP19",0,"2018-12-03","White Point","White Point",114.8861783,-29.41293667
"All","8.1.WP2",10,"2018-12-03","White Point","White Point",114.8859633,-29.411105
"Legal","8.1.WP2",7,"2018-12-03","White Point","White Point",114.8859633,-29.411105
"Sublegal","8.1.WP2",3,"2018-12-03","White Point","White Point",114.8859633,-29.411105
"All","8.1.WP25",1,"2018-12-03","White Point","White Point",114.8855167,-29.40793
"Legal","8.1.WP25",0,"2018-12-03","White Point","White Point",114.8855167,-29.40793
"Sublegal","8.1.WP25",1,"2018-12-03","White Point","White Point",114.8855167,-29.40793
"All","8.1.WP41",2,"2018-12-03","White Point","White Point",114.8858383,-29.41040833
"Legal","8.1.WP41",2,"2018-12-03","White Point","White Point",114.8858383,-29.41040833
"Sublegal","8.1.WP41",0,"2018-12-03","White Point","White Point",114.8858383,-29.41040833
"All","8.1.WP44",1,"2018-12-03","White Point","White Point",114.886625,-29.41229833
"Legal","8.1.WP44",1,"2018-12-03","White Point","White Point",114.886625,-29.41229833
"Sublegal","8.1.WP44",0,"2018-12-03","White Point","White Point",114.886625,-29.41229833
"All","8.1.WP49",1,"2018-12-03","White Point","White Point",114.885775,-29.40922833
"Legal","8.1.WP49",0,"2018-12-03","White Point","White Point",114.885775,-29.40922833
"Sublegal","8.1.WP49",1,"2018-12-03","White Point","White Point",114.885775,-29.40922833
"All","8.1.WP9",0,"2018-12-03","White Point","White Point",114.8853717,-29.408615
"Legal","8.1.WP9",0,"2018-12-03","White Point","White Point",114.8853717,-29.408615
"Sublegal","8.1.WP9",0,"2018-12-03","White Point","White Point",114.8853717,-29.408615
"All","8.2.CHN13",0,"2018-12-04","Cliff Head","Cliff Head North",114.9382617,-29.50452833
"Legal","8.2.CHN13",0,"2018-12-04","Cliff Head","Cliff Head North",114.9382617,-29.50452833
"Sublegal","8.2.CHN13",0,"2018-12-04","Cliff Head","Cliff Head North",114.9382617,-29.50452833
"All","8.2.CHN21",0,"2018-12-04","Cliff Head","Cliff Head North",114.937995,-29.50522
"Legal","8.2.CHN21",0,"2018-12-04","Cliff Head","Cliff Head North",114.937995,-29.50522
"Sublegal","8.2.CHN21",0,"2018-12-04","Cliff Head","Cliff Head North",114.937995,-29.50522
"All","8.2.CHN22",0,"2018-12-04","Cliff Head","Cliff Head North",114.9356467,-29.50770667
"Legal","8.2.CHN22",0,"2018-12-04","Cliff Head","Cliff Head North",114.9356467,-29.50770667
"Sublegal","8.2.CHN22",0,"2018-12-04","Cliff Head","Cliff Head North",114.9356467,-29.50770667
"All","8.2.CHN23",0,"2018-12-04","Cliff Head","Cliff Head North",114.9347783,-29.509605
"Legal","8.2.CHN23",0,"2018-12-04","Cliff Head","Cliff Head North",114.9347783,-29.509605
"Sublegal","8.2.CHN23",0,"2018-12-04","Cliff Head","Cliff Head North",114.9347783,-29.509605
"All","8.2.CHN26",0,"2018-12-04","Cliff Head","Cliff Head North",114.9371967,-29.50672167
"Legal","8.2.CHN26",0,"2018-12-04","Cliff Head","Cliff Head North",114.9371967,-29.50672167
"Sublegal","8.2.CHN26",0,"2018-12-04","Cliff Head","Cliff Head North",114.9371967,-29.50672167
"All","8.2.CHN29",0,"2018-12-04","Cliff Head","Cliff Head North",114.9351683,-29.50914333
"Legal","8.2.CHN29",0,"2018-12-04","Cliff Head","Cliff Head North",114.9351683,-29.50914333
"Sublegal","8.2.CHN29",0,"2018-12-04","Cliff Head","Cliff Head North",114.9351683,-29.50914333
"All","8.2.CHN38",1,"2018-12-04","Cliff Head","Cliff Head North",114.9365583,-29.50691833
"Legal","8.2.CHN38",1,"2018-12-04","Cliff Head","Cliff Head North",114.9365583,-29.50691833
"Sublegal","8.2.CHN38",0,"2018-12-04","Cliff Head","Cliff Head North",114.9365583,-29.50691833
"All","8.2.CHN39",2,"2018-12-04","Cliff Head","Cliff Head North",114.9352933,-29.50830167
"Legal","8.2.CHN39",1,"2018-12-04","Cliff Head","Cliff Head North",114.9352933,-29.50830167
"Sublegal","8.2.CHN39",1,"2018-12-04","Cliff Head","Cliff Head North",114.9352933,-29.50830167
"All","8.2.CHN43",0,"2018-12-04","Cliff Head","Cliff Head North",114.9377433,-29.505905
"Legal","8.2.CHN43",0,"2018-12-04","Cliff Head","Cliff Head North",114.9377433,-29.505905
"Sublegal","8.2.CHN43",0,"2018-12-04","Cliff Head","Cliff Head North",114.9377433,-29.505905
"All","8.2.CHN45",1,"2018-12-04","Cliff Head","Cliff Head North",114.9342983,-29.510095
"Legal","8.2.CHN45",0,"2018-12-04","Cliff Head","Cliff Head North",114.9342983,-29.510095
"Sublegal","8.2.CHN45",1,"2018-12-04","Cliff Head","Cliff Head North",114.9342983,-29.510095
"All","8.2.IR11",43,"2018-12-04","Irwin Reef","Irwin Reef",114.87447,-29.34287333
"Legal","8.2.IR11",3,"2018-12-04","Irwin Reef","Irwin Reef",114.87447,-29.34287333
"Sublegal","8.2.IR11",40,"2018-12-04","Irwin Reef","Irwin Reef",114.87447,-29.34287333
"All","8.2.IR17",7,"2018-12-04","Irwin Reef","Irwin Reef",114.874665,-29.34293333
"Legal","8.2.IR17",0,"2018-12-04","Irwin Reef","Irwin Reef",114.874665,-29.34293333
"Sublegal","8.2.IR17",7,"2018-12-04","Irwin Reef","Irwin Reef",114.874665,-29.34293333
"All","8.2.IR37",24,"2018-12-04","Irwin Reef","Irwin Reef",114.8741617,-29.34129667
"Legal","8.2.IR37",2,"2018-12-04","Irwin Reef","Irwin Reef",114.8741617,-29.34129667
"Sublegal","8.2.IR37",22,"2018-12-04","Irwin Reef","Irwin Reef",114.8741617,-29.34129667
"All","8.2.IR47",30,"2018-12-04","Irwin Reef","Irwin Reef",114.8738633,-29.34096167
"Legal","8.2.IR47",4,"2018-12-04","Irwin Reef","Irwin Reef",114.8738633,-29.34096167
"Sublegal","8.2.IR47",26,"2018-12-04","Irwin Reef","Irwin Reef",114.8738633,-29.34096167
"All","8.2.IR6",33,"2018-12-04","Irwin Reef","Irwin Reef",114.874235,-29.34478
"Legal","8.2.IR6",0,"2018-12-04","Irwin Reef","Irwin Reef",114.874235,-29.34478
"Sublegal","8.2.IR6",33,"2018-12-04","Irwin Reef","Irwin Reef",114.874235,-29.34478
"All","8.2.IR7",8,"2018-12-04","Irwin Reef","Irwin Reef",114.87419,-29.341795
"Legal","8.2.IR7",3,"2018-12-04","Irwin Reef","Irwin Reef",114.87419,-29.341795
"Sublegal","8.2.IR7",5,"2018-12-04","Irwin Reef","Irwin Reef",114.87419,-29.341795
"All","8.2.IR8",12,"2018-12-04","Irwin Reef","Irwin Reef",114.87426,-29.34392167
"Legal","8.2.IR8",0,"2018-12-04","Irwin Reef","Irwin Reef",114.87426,-29.34392167
"Sublegal","8.2.IR8",12,"2018-12-04","Irwin Reef","Irwin Reef",114.87426,-29.34392167
"All","8.2.LH12",9,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9117933,-29.46091167
"Legal","8.2.LH12",3,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9117933,-29.46091167
"Sublegal","8.2.LH12",6,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9117933,-29.46091167
"All","8.2.LH15",1,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9117483,-29.46177333
"Legal","8.2.LH15",0,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9117483,-29.46177333
"Sublegal","8.2.LH15",1,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9117483,-29.46177333
"All","8.2.LH16",8,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9121333,-29.45312333
"Legal","8.2.LH16",6,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9121333,-29.45312333
"Sublegal","8.2.LH16",2,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9121333,-29.45312333
"All","8.2.LH20",1,"2018-12-04","Little Horseshoe","Little Horseshoe",114.912165,-29.456365
"Legal","8.2.LH20",1,"2018-12-04","Little Horseshoe","Little Horseshoe",114.912165,-29.456365
"Sublegal","8.2.LH20",0,"2018-12-04","Little Horseshoe","Little Horseshoe",114.912165,-29.456365
"All","8.2.LH27",3,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120517,-29.45896333
"Legal","8.2.LH27",3,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120517,-29.45896333
"Sublegal","8.2.LH27",0,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120517,-29.45896333
"All","8.2.LH31",12,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9121767,-29.45421333
"Legal","8.2.LH31",6,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9121767,-29.45421333
"Sublegal","8.2.LH31",6,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9121767,-29.45421333
"All","8.2.LH35",9,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120517,-29.45982667
"Legal","8.2.LH35",7,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120517,-29.45982667
"Sublegal","8.2.LH35",2,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120517,-29.45982667
"All","8.2.LH4",2,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120517,-29.45801333
"Legal","8.2.LH4",0,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120517,-29.45801333
"Sublegal","8.2.LH4",2,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120517,-29.45801333
"All","8.2.LH48",0,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120667,-29.45779833
"Legal","8.2.LH48",0,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120667,-29.45779833
"Sublegal","8.2.LH48",0,"2018-12-04","Little Horseshoe","Little Horseshoe",114.9120667,-29.45779833
"All","8.2.LH5",0,"2018-12-04","Little Horseshoe","Little Horseshoe",114.91211,-29.45534
"Legal","8.2.LH5",0,"2018-12-04","Little Horseshoe","Little Horseshoe",114.91211,-29.45534
"Sublegal","8.2.LH5",0,"2018-12-04","Little Horseshoe","Little Horseshoe",114.91211,-29.45534
"All","8.2.SR33",9,"2018-12-04","Irwin Reef","South Rig",114.8673417,-29.45971333
"Legal","8.2.SR33",7,"2018-12-04","Irwin Reef","South Rig",114.8673417,-29.45971333
"Sublegal","8.2.SR33",2,"2018-12-04","Irwin Reef","South Rig",114.8673417,-29.45971333
"All","8.2.SR34",9,"2018-12-04","Irwin Reef","South Rig",114.8670895,-29.45900744
"Legal","8.2.SR34",6,"2018-12-04","Irwin Reef","South Rig",114.8670895,-29.45900744
"Sublegal","8.2.SR34",3,"2018-12-04","Irwin Reef","South Rig",114.8670895,-29.45900744
"All","8.2.SR36",0,"2018-12-04","Irwin Reef","South Rig",114.866905,-29.458805
"Legal","8.2.SR36",0,"2018-12-04","Irwin Reef","South Rig",114.866905,-29.458805
"Sublegal","8.2.SR36",0,"2018-12-04","Irwin Reef","South Rig",114.866905,-29.458805
"All","8.2.SR46",6,"2018-12-04","Irwin Reef","South Rig",114.8671233,-29.45938167
"Legal","8.2.SR46",6,"2018-12-04","Irwin Reef","South Rig",114.8671233,-29.45938167
"Sublegal","8.2.SR46",0,"2018-12-04","Irwin Reef","South Rig",114.8671233,-29.45938167
"All","8.2.SR50",6,"2018-12-04","Irwin Reef","South Rig",114.8671383,-29.46008
"Legal","8.2.SR50",1,"2018-12-04","Irwin Reef","South Rig",114.8671383,-29.46008
"Sublegal","8.2.SR50",5,"2018-12-04","Irwin Reef","South Rig",114.8671383,-29.46008
"All","8.2.WL10",7,"2018-12-04","White Point","Whites Lump",114.88548,-29.38453167
"Legal","8.2.WL10",0,"2018-12-04","White Point","Whites Lump",114.88548,-29.38453167
"Sublegal","8.2.WL10",7,"2018-12-04","White Point","Whites Lump",114.88548,-29.38453167
"All","8.2.WL24",11,"2018-12-04","White Point","Whites Lump",114.8858767,-29.3833
"Legal","8.2.WL24",6,"2018-12-04","White Point","Whites Lump",114.8858767,-29.3833
"Sublegal","8.2.WL24",5,"2018-12-04","White Point","Whites Lump",114.8858767,-29.3833
"All","8.2.WL28",7,"2018-12-04","White Point","Whites Lump",114.8852117,-29.38413
"Legal","8.2.WL28",4,"2018-12-04","White Point","Whites Lump",114.8852117,-29.38413
"Sublegal","8.2.WL28",3,"2018-12-04","White Point","Whites Lump",114.8852117,-29.38413
"All","8.2.WL3",1,"2018-12-04","White Point","Whites Lump",114.8854917,-29.38383
"Legal","8.2.WL3",0,"2018-12-04","White Point","Whites Lump",114.8854917,-29.38383
"Sublegal","8.2.WL3",1,"2018-12-04","White Point","Whites Lump",114.8854917,-29.38383
"All","8.2.WL30",17,"2018-12-04","White Point","Whites Lump",114.8863533,-29.38295667
"Legal","8.2.WL30",8,"2018-12-04","White Point","Whites Lump",114.8863533,-29.38295667
"Sublegal","8.2.WL30",9,"2018-12-04","White Point","Whites Lump",114.8863533,-29.38295667
"All","8.2.WL32",3,"2018-12-04","White Point","Whites Lump",114.885485,-29.38495
"Legal","8.2.WL32",3,"2018-12-04","White Point","Whites Lump",114.885485,-29.38495
"Sublegal","8.2.WL32",0,"2018-12-04","White Point","Whites Lump",114.885485,-29.38495
"All","8.2.WL40",8,"2018-12-04","White Point","Whites Lump",114.88565,-29.38533833
"Legal","8.2.WL40",2,"2018-12-04","White Point","Whites Lump",114.88565,-29.38533833
"Sublegal","8.2.WL40",6,"2018-12-04","White Point","Whites Lump",114.88565,-29.38533833
"All","8.2.WL9",13,"2018-12-04","White Point","Whites Lump",114.8869,-29.38221
"Legal","8.2.WL9",2,"2018-12-04","White Point","Whites Lump",114.8869,-29.38221
"Sublegal","8.2.WL9",11,"2018-12-04","White Point","Whites Lump",114.8869,-29.38221
"All","8.2.WP1",1,"2018-12-04","White Point","White Point",114.8915767,-29.41992333
"Legal","8.2.WP1",1,"2018-12-04","White Point","White Point",114.8915767,-29.41992333
"Sublegal","8.2.WP1",0,"2018-12-04","White Point","White Point",114.8915767,-29.41992333
"All","8.2.WP18",0,"2018-12-04","White Point","White Point",114.8917017,-29.418195
"Legal","8.2.WP18",0,"2018-12-04","White Point","White Point",114.8917017,-29.418195
"Sublegal","8.2.WP18",0,"2018-12-04","White Point","White Point",114.8917017,-29.418195
"All","8.2.WP19",5,"2018-12-04","White Point","White Point",114.8923917,-29.423225
"Legal","8.2.WP19",4,"2018-12-04","White Point","White Point",114.8923917,-29.423225
"Sublegal","8.2.WP19",1,"2018-12-04","White Point","White Point",114.8923917,-29.423225
"All","8.2.WP2",3,"2018-12-04","White Point","White Point",114.8923983,-29.4222
"Legal","8.2.WP2",0,"2018-12-04","White Point","White Point",114.8923983,-29.4222
"Sublegal","8.2.WP2",3,"2018-12-04","White Point","White Point",114.8923983,-29.4222
"All","8.2.WP25",4,"2018-12-04","White Point","White Point",114.891955,-29.418695
"Legal","8.2.WP25",4,"2018-12-04","White Point","White Point",114.891955,-29.418695
"Sublegal","8.2.WP25",0,"2018-12-04","White Point","White Point",114.891955,-29.418695
"All","8.2.WP41",2,"2018-12-04","White Point","White Point",114.891575,-29.42058667
"Legal","8.2.WP41",1,"2018-12-04","White Point","White Point",114.891575,-29.42058667
"Sublegal","8.2.WP41",1,"2018-12-04","White Point","White Point",114.891575,-29.42058667
"All","8.2.WP44",0,"2018-12-04","White Point","White Point",114.8924367,-29.42281667
"Legal","8.2.WP44",0,"2018-12-04","White Point","White Point",114.8924367,-29.42281667
"Sublegal","8.2.WP44",0,"2018-12-04","White Point","White Point",114.8924367,-29.42281667
"All","8.2.WP49",0,"2018-12-04","White Point","White Point",114.8918483,-29.41741333
"Legal","8.2.WP49",0,"2018-12-04","White Point","White Point",114.8918483,-29.41741333
"Sublegal","8.2.WP49",0,"2018-12-04","White Point","White Point",114.8918483,-29.41741333
"All","8.2018-11-7",5,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","8.2018-11-7",0,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","8.2018-11-7",5,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","8.2018-11-8",2,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","8.2018-11-8",0,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","8.2018-11-8",2,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","8.2018-5-23",4,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","8.2018-5-23",0,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","8.2018-5-23",4,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","8.2018-5-24",22,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","8.2018-5-24",0,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","8.2018-5-24",22,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","8.2018-6-13",4,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","8.2018-6-13",1,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","8.2018-6-13",3,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","8.2018-6-14",0,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","8.2018-6-14",0,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","8.2018-6-14",0,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","8.2018-7-31",11,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","8.2018-7-31",2,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","8.2018-7-31",9,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","8.3.IR11",22,"2018-12-05","Irwin Reef","Irwin Reef",114.8751399,-29.34359583
"Legal","8.3.IR11",2,"2018-12-05","Irwin Reef","Irwin Reef",114.8751399,-29.34359583
"Sublegal","8.3.IR11",20,"2018-12-05","Irwin Reef","Irwin Reef",114.8751399,-29.34359583
"All","8.3.IR17",28,"2018-12-05","Irwin Reef","Irwin Reef",114.8747666,-29.34457437
"Legal","8.3.IR17",1,"2018-12-05","Irwin Reef","Irwin Reef",114.8747666,-29.34457437
"Sublegal","8.3.IR17",27,"2018-12-05","Irwin Reef","Irwin Reef",114.8747666,-29.34457437
"All","8.3.IR37",18,"2018-12-05","Irwin Reef","Irwin Reef",114.8746565,-29.3419171
"Legal","8.3.IR37",1,"2018-12-05","Irwin Reef","Irwin Reef",114.8746565,-29.3419171
"Sublegal","8.3.IR37",17,"2018-12-05","Irwin Reef","Irwin Reef",114.8746565,-29.3419171
"All","8.3.IR47",24,"2018-12-05","Irwin Reef","Irwin Reef",114.8735538,-29.34106457
"Legal","8.3.IR47",1,"2018-12-05","Irwin Reef","Irwin Reef",114.8735538,-29.34106457
"Sublegal","8.3.IR47",23,"2018-12-05","Irwin Reef","Irwin Reef",114.8735538,-29.34106457
"All","8.3.IR6",35,"2018-12-05","Irwin Reef","Irwin Reef",114.8728792,-29.34572156
"Legal","8.3.IR6",3,"2018-12-05","Irwin Reef","Irwin Reef",114.8728792,-29.34572156
"Sublegal","8.3.IR6",32,"2018-12-05","Irwin Reef","Irwin Reef",114.8728792,-29.34572156
"All","8.3.IR7",0,"2018-12-05","Irwin Reef","Irwin Reef",114.8749973,-29.34269108
"Legal","8.3.IR7",0,"2018-12-05","Irwin Reef","Irwin Reef",114.8749973,-29.34269108
"Sublegal","8.3.IR7",0,"2018-12-05","Irwin Reef","Irwin Reef",114.8749973,-29.34269108
"All","8.3.IR8",44,"2018-12-05","Irwin Reef","Irwin Reef",114.8738259,-29.34554676
"Legal","8.3.IR8",3,"2018-12-05","Irwin Reef","Irwin Reef",114.8738259,-29.34554676
