"","X","trip.day.trap","Date","Site","Longitude","Latitude","Location","Sum.m","Sum.f","Lat","Long","SiteNo","sst"
"1031",1031,"7.2.GR2",2018-11-28,"Golden Ridge",114.9283815,-29.53899756,"Golden Ridge",0,2,-29.53899756,114.9283815,"-29.538998114.928382",19.31
"1032",1032,"7.2.GR1",2018-11-28,"Golden Ridge",114.9280876,-29.5394799,"Golden Ridge",2,4,-29.5394799,114.9280876,"-29.53948114.928088",19.31
"1033",1033,"7.2.GR44",2018-11-28,"Golden Ridge",114.9278809,-29.54009173,"Golden Ridge",0,0,-29.54009173,114.9278809,"-29.540092114.927881",19.31
"1034",1034,"7.2.GR41",2018-11-28,"Golden Ridge",114.9279374,-29.54052173,"Golden Ridge",2,3,-29.54052173,114.9279374,"-29.540522114.927937",19.31
"1035",1035,"7.2.GR19",2018-11-28,"Golden Ridge",114.9276218,-29.54163254,"Golden Ridge",7,8,-29.54163254,114.9276218,"-29.541633114.927622",19.31
"1036",1036,"7.2.CHS27",2018-11-28,"Cliff Head South",114.9398701,-29.55176446,"Cliff Head",2,3,-29.55176446,114.9398701,"-29.551764114.93987",19.31
"1037",1037,"7.2.CHS21",2018-11-28,"Cliff Head South",114.9390536,-29.55280729,"Cliff Head",0,1,-29.55280729,114.9390536,"-29.552807114.939054",19.31
"1038",1038,"7.2.CHS23",2018-11-28,"Cliff Head South",114.9384525,-29.55379003,"Cliff Head",1,0,-29.55379003,114.9384525,"-29.55379114.938452",19.31
"1039",1039,"7.2.CHS38",2018-11-28,"Cliff Head South",114.9378125,-29.55524265,"Cliff Head",4,4,-29.55524265,114.9378125,"-29.555243114.937813",19.31
"1040",1040,"7.2.CHS22",2018-11-28,"Cliff Head South",114.9361403,-29.55565261,"Cliff Head",3,2,-29.55565261,114.9361403,"-29.555653114.93614",19.31
"1041",1041,"7.2.CHS29",2018-11-28,"Cliff Head South",114.9354757,-29.55569289,"Cliff Head",3,0,-29.55569289,114.9354757,"-29.555693114.935476",19.31
"1042",1042,"7.2.CHS10",2018-11-28,"Cliff Head South",114.9352466,-29.55534495,"Cliff Head",1,2,-29.55534495,114.9352466,"-29.555345114.935247",19.31
"1043",1043,"7.2.CHS24",2018-11-28,"Cliff Head South",114.9356955,-29.5544066,"Cliff Head",2,2,-29.5544066,114.9356955,"-29.554407114.935695",19.31
"1044",1044,"7.2.CHS39",2018-11-28,"Cliff Head South",114.9355681,-29.55311398,"Cliff Head",1,2,-29.55311398,114.9355681,"-29.553114114.935568",19.31
"1045",1045,"7.2.CHS45",2018-11-28,"Cliff Head South",114.9364985,-29.55239817,"Cliff Head",0,0,-29.55239817,114.9364985,"-29.552398114.936498",19.31
"1046",1046,"7.2.CHM7",2018-11-28,"Cliff Head Mid",114.9450522,-29.51633193,"Cliff Head",1,3,-29.51633193,114.9450522,"-29.516332114.945052",19.31
"1047",1047,"7.2.CHM28",2018-11-28,"Cliff Head Mid",114.9527004,-29.51205884,"Cliff Head",2,3,-29.51205884,114.9527004,"-29.512059114.9527",19.31
"1048",1048,"7.2.CHM3",2018-11-28,"Cliff Head Mid",114.9524982,-29.51241226,"Cliff Head",0,0,-29.51241226,114.9524982,"-29.512412114.952498",19.31
"1049",1049,"7.2.CHM37",2018-11-28,"Cliff Head Mid",114.950152,-29.51209781,"Cliff Head",0,0,-29.51209781,114.950152,"-29.512098114.950152",19.31
"1050",1050,"7.2.CHM6",2018-11-28,"Cliff Head Mid",114.9489329,-29.51337735,"Cliff Head",0,0,-29.51337735,114.9489329,"-29.513377114.948933",19.31
"1051",1051,"7.2.CHM46",2018-11-28,"Cliff Head Mid",114.9473013,-29.51405469,"Cliff Head",0,0,-29.51405469,114.9473013,"-29.514055114.947301",19.31
"1052",1052,"7.2.CHM8",2018-11-28,"Cliff Head Mid",114.9466012,-29.51405369,"Cliff Head",0,1,-29.51405369,114.9466012,"-29.514054114.946601",19.31
"1053",1053,"7.2.CHM18",2018-11-28,"Cliff Head Mid",114.9458127,-29.51519011,"Cliff Head",0,0,-29.51519011,114.9458127,"-29.51519114.945813",19.31
"1054",1054,"7.2.CHM50",2018-11-28,"Cliff Head Mid",114.9453021,-29.51555895,"Cliff Head",0,1,-29.51555895,114.9453021,"-29.515559114.945302",19.31
"1055",1055,"7.2.CHM36",2018-11-28,"Cliff Head Mid",114.952559,-29.52660089,"Cliff Head",1,0,-29.52660089,114.952559,"-29.526601114.952559",19.31
"1056",1056,"7.2.CHM11",2018-11-28,"Cliff Head Mid",114.9522596,-29.52721805,"Cliff Head",0,0,-29.52721805,114.9522596,"-29.527218114.95226",19.31
"1057",1057,"7.2.CHM34",2018-11-28,"Cliff Head Mid",114.9519601,-29.52752508,"Cliff Head",1,0,-29.52752508,114.9519601,"-29.527525114.95196",19.31
"1058",1058,"7.2.CHM47",2018-11-28,"Cliff Head Mid",114.9515827,-29.52772298,"Cliff Head",0,2,-29.52772298,114.9515827,"-29.527723114.951583",19.31
"1059",1059,"7.2.CHM15",2018-11-28,"Cliff Head Mid",114.9511841,-29.52798915,"Cliff Head",0,0,-29.52798915,114.9511841,"-29.527989114.951184",19.31
"1060",1060,"7.2.CHM43",2018-11-28,"Cliff Head Mid",114.9509585,-29.52816663,"Cliff Head",5,5,-29.52816663,114.9509585,"-29.528167114.950958",19.31
"1061",1061,"7.2.CHM40",2018-11-28,"Cliff Head Mid",114.9486396,-29.52899954,"Cliff Head",4,6,-29.52899954,114.9486396,"-29.529114.94864",19.31
"1062",1062,"7.2.CHS4",2018-11-28,"Cliff Head South",114.9466107,-29.54897814,"Cliff Head",1,1,-29.54897814,114.9466107,"-29.548978114.946611",19.31
"1063",1063,"7.2.CHS20",2018-11-28,"Cliff Head South",114.9465794,-29.54993351,"Cliff Head",0,0,-29.54993351,114.9465794,"-29.549934114.946579",19.31
"1064",1064,"7.2.CHS5",2018-11-28,"Cliff Head South",114.944991,-29.55036107,"Cliff Head",1,1,-29.55036107,114.944991,"-29.550361114.944991",19.31
"1065",1065,"7.2.CHS16",2018-11-28,"Cliff Head South",114.9454188,-29.55209902,"Cliff Head",2,1,-29.55209902,114.9454188,"-29.552099114.945419",19.31
"1066",1066,"7.2.CHS12",2018-11-28,"Cliff Head South",114.9459634,-29.55166681,"Cliff Head",0,2,-29.55166681,114.9459634,"-29.551667114.945963",19.31
"1067",1067,"7.2.CHS30",2018-11-28,"Cliff Head South",114.9446807,-29.5528637,"Cliff Head",3,4,-29.5528637,114.9446807,"-29.552864114.944681",19.31
"1068",1068,"7.2.CHS31",2018-11-28,"Cliff Head South",114.9436948,-29.55216469,"Cliff Head",1,0,-29.55216469,114.9436948,"-29.552165114.943695",19.31
"1069",1069,"7.2.CHS48",2018-11-28,"Cliff Head South",114.9432465,-29.55286081,"Cliff Head",1,2,-29.55286081,114.9432465,"-29.552861114.943247",19.31
"1070",1070,"7.2.CHS13",2018-11-28,"Cliff Head South",114.9426173,-29.55385172,"Cliff Head",1,2,-29.55385172,114.9426173,"-29.553852114.942617",19.31
"1071",1071,"7.2.CHS35",2018-11-28,"Cliff Head South",114.9416462,-29.55428846,"Cliff Head",0,3,-29.55428846,114.9416462,"-29.554288114.941646",19.31
"1072",1072,"7.3.GR40",2018-11-29,"Golden Ridge",114.92937,-29.53548167,"Golden Ridge",5,4,-29.53548167,114.92937,"-29.535482114.92937",19.21
"1073",1073,"7.3.GR32",2018-11-29,"Golden Ridge",114.9289,-29.53644667,"Golden Ridge",7,1,-29.53644667,114.9289,"-29.536447114.9289",19.21
"1074",1074,"7.3.GR25",2018-11-29,"Golden Ridge",114.9285283,-29.536795,"Golden Ridge",4,2,-29.536795,114.9285283,"-29.536795114.928528",19.21
"1075",1075,"7.3.GR9",2018-11-29,"Golden Ridge",114.9283317,-29.537365,"Golden Ridge",4,10,-29.537365,114.9283317,"-29.537365114.928332",19.21
"1076",1076,"7.3.GR49",2018-11-29,"Golden Ridge",114.9284333,-29.53823,"Golden Ridge",1,1,-29.53823,114.9284333,"-29.53823114.928433",19.21
"1077",1077,"7.3.GR2",2018-11-29,"Golden Ridge",114.9282267,-29.53881833,"Golden Ridge",2,1,-29.53881833,114.9282267,"-29.538818114.928227",19.21
"1078",1078,"7.3.GR1",2018-11-29,"Golden Ridge",114.9279183,-29.53931833,"Golden Ridge",0,1,-29.53931833,114.9279183,"-29.539318114.927918",19.21
"1079",1079,"7.3.GR44",2018-11-29,"Golden Ridge",114.9278367,-29.53986167,"Golden Ridge",1,0,-29.53986167,114.9278367,"-29.539862114.927837",19.21
"1080",1080,"7.3.GR41",2018-11-29,"Golden Ridge",114.9275867,-29.54051833,"Golden Ridge",2,0,-29.54051833,114.9275867,"-29.540518114.927587",19.21
"1081",1081,"7.3.GR19",2018-11-29,"Golden Ridge",114.9275083,-29.54124,"Golden Ridge",1,5,-29.54124,114.9275083,"-29.54124114.927508",19.21
"1082",1082,"7.3.GR46",2018-11-29,"Golden Ridge",114.9220433,-29.53082,"Golden Ridge",0,0,-29.53082,114.9220433,"-29.53082114.922043",19.21
"1083",1083,"7.3.GR50",2018-11-29,"Golden Ridge",114.9218567,-29.53202167,"Golden Ridge",3,2,-29.53202167,114.9218567,"-29.532022114.921857",19.21
"1084",1084,"7.3.GR36",2018-11-29,"Golden Ridge",114.92182,-29.53289167,"Golden Ridge",0,0,-29.53289167,114.92182,"-29.532892114.92182",19.21
"1085",1085,"7.3.GR34",2018-11-29,"Golden Ridge",114.9215967,-29.534355,"Golden Ridge",0,0,-29.534355,114.9215967,"-29.534355114.921597",19.21
"1086",1086,"7.3.GR15",2018-11-29,"Golden Ridge",114.9216,-29.535685,"Golden Ridge",0,0,-29.535685,114.9216,"-29.535685114.9216",19.21
"1087",1087,"7.3.GR33",2018-11-29,"Golden Ridge",114.9216383,-29.53664833,"Golden Ridge",0,0,-29.53664833,114.9216383,"-29.536648114.921638",19.21
"1088",1088,"7.3.GR43",2018-11-29,"Golden Ridge",114.9216217,-29.53797167,"Golden Ridge",0,1,-29.53797167,114.9216217,"-29.537972114.921622",19.21
"1089",1089,"7.3.GR26",2018-11-29,"Golden Ridge",114.92163,-29.53905,"Golden Ridge",0,0,-29.53905,114.92163,"-29.53905114.92163",19.21
"1090",1090,"7.3.LH47",2018-11-29,"Little Horseshoe",114.9178967,-29.48345,"Cliff Head",1,2,-29.48345,114.9178967,"-29.48345114.917897",19.28
"1091",1091,"7.3.LH11",2018-11-29,"Little Horseshoe",114.9187917,-29.483185,"Cliff Head",1,1,-29.483185,114.9187917,"-29.483185114.918792",19.28
"1092",1092,"7.3.LH7",2018-11-29,"Little Horseshoe",114.9191683,-29.48375333,"Cliff Head",0,0,-29.48375333,114.9191683,"-29.483753114.919168",19.28
"1093",1093,"7.3.CHN12",2018-11-29,"Cliff Head North",114.92576,-29.50069333,"Cliff Head",0,0,-29.50069333,114.92576,"-29.500693114.92576",19.21
"1094",1094,"7.3.CHN35",2018-11-29,"Cliff Head North",114.9252483,-29.50157667,"Cliff Head",0,0,-29.50157667,114.9252483,"-29.501577114.925248",19.21
"1095",1095,"7.3.CHN27",2018-11-29,"Cliff Head North",114.925345,-29.50229333,"Cliff Head",0,0,-29.50229333,114.925345,"-29.502293114.925345",19.21
"1096",1096,"7.3.CHN4",2018-11-29,"Cliff Head North",114.9256717,-29.50368667,"Cliff Head",0,0,-29.50368667,114.9256717,"-29.503687114.925672",19.21
"1097",1097,"7.3.CHN20",2018-11-29,"Cliff Head North",114.925785,-29.50407,"Cliff Head",0,0,-29.50407,114.925785,"-29.50407114.925785",19.21
"1098",1098,"7.3.CHN5",2018-11-29,"Cliff Head North",114.92548,-29.50443833,"Cliff Head",0,1,-29.50443833,114.92548,"-29.504438114.92548",19.21
"1099",1099,"7.3.CHN16",2018-11-29,"Cliff Head North",114.92521,-29.50509833,"Cliff Head",0,0,-29.50509833,114.92521,"-29.505098114.92521",19.21
"1100",1100,"7.3.CHN30",2018-11-29,"Cliff Head North",114.9249933,-29.50577,"Cliff Head",0,0,-29.50577,114.9249933,"-29.50577114.924993",19.21
"1101",1101,"7.3.CHN10",2018-11-29,"Cliff Head North",114.92436,-29.506495,"Cliff Head",0,0,-29.506495,114.92436,"-29.506495114.92436",19.21
"1102",1102,"7.3.CHN24",2018-11-29,"Cliff Head North",114.9242533,-29.50684,"Cliff Head",0,0,-29.50684,114.9242533,"-29.50684114.924253",19.21
"1103",1103,"7.3.CHN31",2018-11-29,"Cliff Head North",114.9385983,-29.50421667,"Cliff Head",0,0,-29.50421667,114.9385983,"-29.504217114.938598",19.21
"1104",1104,"7.3.CHN48",2018-11-29,"Cliff Head North",114.938115,-29.50519667,"Cliff Head",0,0,-29.50519667,114.938115,"-29.505197114.938115",19.21
"1105",1105,"7.3.CHN13",2018-11-29,"Cliff Head North",114.9379533,-29.50587333,"Cliff Head",0,1,-29.50587333,114.9379533,"-29.505873114.937953",19.21
"1106",1106,"7.3.CHN21",2018-11-29,"Cliff Head North",114.93744,-29.50646333,"Cliff Head",0,0,-29.50646333,114.93744,"-29.506463114.93744",19.21
"1107",1107,"7.3.CHN23",2018-11-29,"Cliff Head North",114.9369683,-29.50692667,"Cliff Head",0,2,-29.50692667,114.9369683,"-29.506927114.936968",19.21
"1108",1108,"7.3.CHN38",2018-11-29,"Cliff Head North",114.93656,-29.50747333,"Cliff Head",0,2,-29.50747333,114.93656,"-29.507473114.93656",19.21
"1109",1109,"7.3.CHN22",2018-11-29,"Cliff Head North",114.9361733,-29.507855,"Cliff Head",0,1,-29.507855,114.9361733,"-29.507855114.936173",19.21
"1110",1110,"7.3.CHN29",2018-11-29,"Cliff Head North",114.9357233,-29.50848833,"Cliff Head",1,0,-29.50848833,114.9357233,"-29.508488114.935723",19.21
"1111",1111,"7.3.CHN39",2018-11-29,"Cliff Head North",114.9352733,-29.50897667,"Cliff Head",1,1,-29.50897667,114.9352733,"-29.508977114.935273",19.21
"1112",1112,"7.3.CHN45",2018-11-29,"Cliff Head North",114.934855,-29.50966167,"Cliff Head",0,0,-29.50966167,114.934855,"-29.509662114.934855",19.21
"1113",1113,"7.3.LH28",2018-11-29,"Little Horseshoe",114.9168633,-29.461735,"Cliff Head",2,7,-29.461735,114.9168633,"-29.461735114.916863",19.28
"1114",1114,"7.3.LH3",2018-11-29,"Little Horseshoe",114.9170283,-29.46253833,"Cliff Head",0,0,-29.46253833,114.9170283,"-29.462538114.917028",19.28
"1115",1115,"7.3.LH17",2018-11-29,"Little Horseshoe",114.917105,-29.46324833,"Cliff Head",0,0,-29.46324833,114.917105,"-29.463248114.917105",19.28
"1116",1116,"7.3.LH37",2018-11-29,"Little Horseshoe",114.9167833,-29.46431667,"Cliff Head",0,0,-29.46431667,114.9167833,"-29.464317114.916783",19.28
"1117",1117,"7.3.LH6",2018-11-29,"Little Horseshoe",114.9158633,-29.46474,"Cliff Head",1,2,-29.46474,114.9158633,"-29.46474114.915863",19.28
"1118",1118,"7.3.LH8",2018-11-29,"Little Horseshoe",114.9159033,-29.46526833,"Cliff Head",1,3,-29.46526833,114.9159033,"-29.465268114.915903",19.28
"1119",1119,"7.3.LH18",2018-11-29,"Little Horseshoe",114.916155,-29.46588833,"Cliff Head",0,2,-29.46588833,114.916155,"-29.465888114.916155",19.28
"1120",1120,"7.4.CHN43",2018-11-30,"Cliff Head North",114.937945,-29.50491167,"Cliff Head",3,4,-29.50491167,114.937945,"-29.504912114.937945",19.2
"1121",1121,"7.4.CHN26",2018-11-30,"Cliff Head North",114.9379633,-29.50564167,"Cliff Head",0,3,-29.50564167,114.9379633,"-29.505642114.937963",19.2
"1122",1122,"7.4.CHN13",2018-11-30,"Cliff Head North",114.9375217,-29.50623333,"Cliff Head",0,0,-29.50623333,114.9375217,"-29.506233114.937522",19.2
"1123",1123,"7.4.CHN21",2018-11-30,"Cliff Head North",114.9370383,-29.50681667,"Cliff Head",2,1,-29.50681667,114.9370383,"-29.506817114.937038",19.2
"1124",1124,"7.4.CHN38",2018-11-30,"Cliff Head North",114.9367817,-29.50716833,"Cliff Head",1,0,-29.50716833,114.9367817,"-29.507168114.936782",19.2
"1125",1125,"7.4.CHN29",2018-11-30,"Cliff Head North",114.9363283,-29.50775,"Cliff Head",0,1,-29.50775,114.9363283,"-29.50775114.936328",19.2
"1126",1126,"7.4.CHN23",2018-11-30,"Cliff Head North",114.9358533,-29.50823,"Cliff Head",1,3,-29.50823,114.9358533,"-29.50823114.935853",19.2
"1127",1127,"7.4.CHN39",2018-11-30,"Cliff Head North",114.934885,-29.50949833,"Cliff Head",1,2,-29.50949833,114.934885,"-29.509498114.934885",19.2
"1128",1128,"7.4.CHN45",2018-11-30,"Cliff Head North",114.93449,-29.51007333,"Cliff Head",0,1,-29.51007333,114.93449,"-29.510073114.93449",19.2
"1129",1129,"7.4.LH47",2018-11-30,"Little Horseshoe",114.9174217,-29.48380667,"Cliff Head",4,3,-29.48380667,114.9174217,"-29.483807114.917422",19.29
"1130",1130,"7.4.LH11",2018-11-30,"Little Horseshoe",114.9182067,-29.48367833,"Cliff Head",1,0,-29.48367833,114.9182067,"-29.483678114.918207",19.29
"1131",1131,"7.4.LH7",2018-11-30,"Little Horseshoe",114.9183217,-29.48313167,"Cliff Head",2,2,-29.48313167,114.9183217,"-29.483132114.918322",19.29
"1132",1132,"7.4.LH37",2018-11-30,"Little Horseshoe",114.92642,-29.45943667,"Cliff Head",4,6,-29.45943667,114.92642,"-29.459437114.92642",19.29
"1133",1133,"7.4.LH17",2018-11-30,"Little Horseshoe",114.9266183,-29.45905833,"Cliff Head",3,2,-29.45905833,114.9266183,"-29.459058114.926618",19.29
"1134",1134,"7.4.LH8",2018-11-30,"Little Horseshoe",114.9264983,-29.45995333,"Cliff Head",8,5,-29.45995333,114.9264983,"-29.459953114.926498",19.29
"1135",1135,"7.4.LH6",2018-11-30,"Little Horseshoe",114.9261817,-29.46028167,"Cliff Head",1,0,-29.46028167,114.9261817,"-29.460282114.926182",19.29
"1136",1136,"7.4.LH18",2018-11-30,"Little Horseshoe",114.9258133,-29.46100333,"Cliff Head",3,4,-29.46100333,114.9258133,"-29.461003114.925813",19.29
"1137",1137,"7.4.LH3",2018-11-30,"Little Horseshoe",114.9209283,-29.447975,"Cliff Head",0,0,-29.447975,114.9209283,"-29.447975114.920928",19.29
"1138",1138,"7.4.LH28",2018-11-30,"Little Horseshoe",114.920765,-29.44866333,"Cliff Head",0,0,-29.44866333,114.920765,"-29.448663114.920765",19.29
"1139",1139,"7.4.LH30",2018-11-30,"Little Horseshoe",114.92023,-29.44915833,"Cliff Head",0,0,-29.44915833,114.92023,"-29.449158114.92023",19.29
"1140",1140,"7.4.LH24",2018-11-30,"Little Horseshoe",114.919845,-29.44969667,"Cliff Head",0,0,-29.44969667,114.919845,"-29.449697114.919845",19.29
"1141",1141,"7.4.LH10",2018-11-30,"Little Horseshoe",114.9193783,-29.45051833,"Cliff Head",0,2,-29.45051833,114.9193783,"-29.450518114.919378",19.29
"1142",1142,"7.4.LH50",2018-11-30,"Little Horseshoe",114.9063033,-29.45816667,"Cliff Head",1,1,-29.45816667,114.9063033,"-29.458167114.906303",19.29
"1143",1143,"7.4.LH34",2018-11-30,"Little Horseshoe",114.9064167,-29.458525,"Cliff Head",1,11,-29.458525,114.9064167,"-29.458525114.906417",19.29
"1144",1144,"7.4.LH33",2018-11-30,"Little Horseshoe",114.9064067,-29.45892167,"Cliff Head",5,2,-29.45892167,114.9064067,"-29.458922114.906407",19.29
"1145",1145,"7.4.LH36",2018-11-30,"Little Horseshoe",114.90637,-29.4592,"Cliff Head",0,1,-29.4592,114.90637,"-29.4592114.90637",19.29
"1146",1146,"7.4.LH46",2018-11-30,"Little Horseshoe",114.90662,-29.45929,"Cliff Head",4,3,-29.45929,114.90662,"-29.45929114.90662",19.29
"1147",1147,"7.4.SR32",2018-11-30,"South Rig",114.867915,-29.45234167,"Irwin Reef",0,0,-29.45234167,114.867915,"-29.452342114.867915",19.29
"1148",1148,"7.4.SR25",2018-11-30,"South Rig",114.868255,-29.45283,"Irwin Reef",0,0,-29.45283,114.868255,"-29.45283114.868255",19.29
"1149",1149,"7.4.SR40",2018-11-30,"South Rig",114.8684267,-29.453445,"Irwin Reef",1,0,-29.453445,114.8684267,"-29.453445114.868427",19.29
"1150",1150,"7.4.SR9",2018-11-30,"South Rig",114.86858,-29.45466667,"Irwin Reef",4,1,-29.45466667,114.86858,"-29.454667114.86858",19.29
"1151",1151,"7.4.SR49",2018-11-30,"South Rig",114.8688167,-29.45571833,"Irwin Reef",1,1,-29.45571833,114.8688167,"-29.455718114.868817",19.29
"1152",1152,"7.4.SR1",2018-11-30,"South Rig",114.8689817,-29.45627167,"Irwin Reef",0,0,-29.45627167,114.8689817,"-29.456272114.868982",19.29
"1153",1153,"7.4.SR41",2018-11-30,"South Rig",114.86874,-29.45707167,"Irwin Reef",0,0,-29.45707167,114.86874,"-29.457072114.86874",19.29
"1154",1154,"7.4.SR2",2018-11-30,"South Rig",114.8686983,-29.45757,"Irwin Reef",2,1,-29.45757,114.8686983,"-29.45757114.868698",19.29
"1155",1155,"7.4.SR44",2018-11-30,"South Rig",114.8682983,-29.45829,"Irwin Reef",3,5,-29.45829,114.8682983,"-29.45829114.868298",19.29
"1156",1156,"7.4.SR19",2018-11-30,"South Rig",114.868475,-29.45878333,"Irwin Reef",1,1,-29.45878333,114.868475,"-29.458783114.868475",19.29
"1157",1157,"7.4.LH16",2018-11-30,"Little Horseshoe",114.911175,-29.45820167,"Cliff Head",3,3,-29.45820167,114.911175,"-29.458202114.911175",19.29
"1158",1158,"7.4.LH48",2018-11-30,"Little Horseshoe",114.9109817,-29.45940667,"Cliff Head",4,4,-29.45940667,114.9109817,"-29.459407114.910982",19.29
"1159",1159,"7.4.LH20",2018-11-30,"Little Horseshoe",114.9113133,-29.45992667,"Cliff Head",5,5,-29.45992667,114.9113133,"-29.459927114.911313",19.29
"1160",1160,"7.4.LH31",2018-11-30,"Little Horseshoe",114.9114583,-29.4605,"Cliff Head",9,10,-29.4605,114.9114583,"-29.4605114.911458",19.29
"1161",1161,"7.4.LH5",2018-11-30,"Little Horseshoe",114.9114,-29.46105,"Cliff Head",0,0,-29.46105,114.9114,"-29.46105114.9114",19.29
"1162",1162,"7.4.LH4",2018-11-30,"Little Horseshoe",114.9112733,-29.46155833,"Cliff Head",3,3,-29.46155833,114.9112733,"-29.461558114.911273",19.29
"1163",1163,"7.4.LH27",2018-11-30,"Little Horseshoe",114.9112067,-29.46196667,"Cliff Head",0,1,-29.46196667,114.9112067,"-29.461967114.911207",19.29
"1164",1164,"7.4.LH35",2018-11-30,"Little Horseshoe",114.911185,-29.46271667,"Cliff Head",0,0,-29.46271667,114.911185,"-29.462717114.911185",19.29
"1165",1165,"7.4.LH12",2018-11-30,"Little Horseshoe",114.9114217,-29.463545,"Cliff Head",5,1,-29.463545,114.9114217,"-29.463545114.911422",19.29
"1166",1166,"7.4.LH15",2018-11-30,"Little Horseshoe",114.911865,-29.46549333,"Cliff Head",1,0,-29.46549333,114.911865,"-29.465493114.911865",19.29
"1167",1167,"8.1.WL30",2018-12-03,"Whites Lump",114.8836383,-29.380995,"Irwin Reef",1,0,-29.380995,114.8836383,"-29.380995114.883638",19.58
"1168",1168,"8.1.WL24",2018-12-03,"Whites Lump",114.8837383,-29.38148,"Irwin Reef",4,4,-29.38148,114.8837383,"-29.38148114.883738",19.58
"1169",1169,"8.1.WL3",2018-12-03,"Whites Lump",114.8845167,-29.38269,"Irwin Reef",1,9,-29.38269,114.8845167,"-29.38269114.884517",19.58
"1170",1170,"8.1.WL28",2018-12-03,"Whites Lump",114.8847933,-29.38317667,"Irwin Reef",19,22,-29.38317667,114.8847933,"-29.383177114.884793",19.58
"1171",1171,"8.1.WL10",2018-12-03,"Whites Lump",114.8855083,-29.38385167,"Irwin Reef",11,14,-29.38385167,114.8855083,"-29.383852114.885508",19.58
"1172",1172,"8.1.WL32",2018-12-03,"Whites Lump",114.8853083,-29.384495,"Irwin Reef",10,8,-29.384495,114.8853083,"-29.384495114.885308",19.58
"1173",1173,"8.1.WL40",2018-12-03,"Whites Lump",114.88552,-29.38505167,"Irwin Reef",0,3,-29.38505167,114.88552,"-29.385052114.88552",19.58
"1174",1174,"8.1.CHN43",2018-12-03,"Cliff Head North",114.9378717,-29.504685,"Cliff Head",6,7,-29.504685,114.9378717,"-29.504685114.937872",19.35
"1175",1175,"8.1.CHN26",2018-12-03,"Cliff Head North",114.93792,-29.50566167,"Cliff Head",12,8,-29.50566167,114.93792,"-29.505662114.93792",19.35
"1176",1176,"8.1.CHN13",2018-12-03,"Cliff Head North",114.93738,-29.50644,"Cliff Head",2,6,-29.50644,114.93738,"-29.50644114.93738",19.35
"1177",1177,"8.1.CHN21",2018-12-03,"Cliff Head North",114.9367033,-29.506935,"Cliff Head",1,0,-29.506935,114.9367033,"-29.506935114.936703",19.35
"1178",1178,"8.1.CHN38",2018-12-03,"Cliff Head North",114.9364467,-29.50753667,"Cliff Head",2,1,-29.50753667,114.9364467,"-29.507537114.936447",19.35
"1179",1179,"8.1.CHN29",2018-12-03,"Cliff Head North",114.935755,-29.50795667,"Cliff Head",4,8,-29.50795667,114.935755,"-29.507957114.935755",19.35
"1180",1180,"8.1.CHN23",2018-12-03,"Cliff Head North",114.935575,-29.50849333,"Cliff Head",5,4,-29.50849333,114.935575,"-29.508493114.935575",19.35
"1181",1181,"8.1.CHN22",2018-12-03,"Cliff Head North",114.9353317,-29.50898,"Cliff Head",17,19,-29.50898,114.9353317,"-29.50898114.935332",19.35
"1182",1182,"8.1.CHN39",2018-12-03,"Cliff Head North",114.9348183,-29.50941,"Cliff Head",7,15,-29.50941,114.9348183,"-29.50941114.934818",19.35
"1183",1183,"8.1.CHN45",2018-12-03,"Cliff Head North",114.9343167,-29.50979,"Cliff Head",6,3,-29.50979,114.9343167,"-29.50979114.934317",19.35
"1184",1184,"8.1.LH16",2018-12-03,"Little Horseshoe",114.91091,-29.45463833,"Cliff Head",6,11,-29.45463833,114.91091,"-29.454638114.91091",19.58
"1185",1185,"8.1.LH20",2018-12-03,"Little Horseshoe",114.910745,-29.45563333,"Cliff Head",2,6,-29.45563333,114.910745,"-29.455633114.910745",19.58
"1186",1186,"8.1.LH48",2018-12-03,"Little Horseshoe",114.910685,-29.45642,"Cliff Head",1,0,-29.45642,114.910685,"-29.45642114.910685",19.58
"1187",1187,"8.1.LH31",2018-12-03,"Little Horseshoe",114.910725,-29.45729167,"Cliff Head",1,7,-29.45729167,114.910725,"-29.457292114.910725",19.58
"1188",1188,"8.1.LH5",2018-12-03,"Little Horseshoe",114.9108467,-29.45793833,"Cliff Head",7,4,-29.45793833,114.9108467,"-29.457938114.910847",19.58
"1189",1189,"8.1.LH4",2018-12-03,"Little Horseshoe",114.91106,-29.45885333,"Cliff Head",0,1,-29.45885333,114.91106,"-29.458853114.91106",19.58
"1190",1190,"8.1.LH27",2018-12-03,"Little Horseshoe",114.9111633,-29.45979667,"Cliff Head",9,15,-29.45979667,114.9111633,"-29.459797114.911163",19.58
"1191",1191,"8.1.LH35",2018-12-03,"Little Horseshoe",114.911265,-29.460805,"Cliff Head",11,22,-29.460805,114.911265,"-29.460805114.911265",19.58
"1192",1192,"8.1.LH12",2018-12-03,"Little Horseshoe",114.9113933,-29.46185667,"Cliff Head",6,12,-29.46185667,114.9113933,"-29.461857114.911393",19.58
"1193",1193,"8.1.LH15",2018-12-03,"Little Horseshoe",114.9115267,-29.46279833,"Cliff Head",5,7,-29.46279833,114.9115267,"-29.462798114.911527",19.58
"1194",1194,"8.1.LH7",2018-12-03,"Little Horseshoe",114.9175017,-29.48365833,"Cliff Head",4,8,-29.48365833,114.9175017,"-29.483658114.917502",19.58
