"","X","trip.day.trap","Date","Site","Longitude","Latitude","Location","Sum.m","Sum.f","Lat","Long","SiteNo","sst"
"599",599,"4.4.JB25",2018-08-16,"White Point",114.89528,-29.42372,"Irwin Reef",0,3,-29.42372,114.89528,"-29.42372114.89528",17.75
"600",600,"4.4.JB30",2018-08-16,"White Point",114.8952,-29.42345,"Irwin Reef",1,2,-29.42345,114.8952,"-29.42345114.8952",17.75
"601",601,"4.4.JB19",2018-08-16,"White Point",114.89519,-29.42297,"Irwin Reef",2,3,-29.42297,114.89519,"-29.42297114.89519",17.75
"602",602,"4.4.JB4",2018-08-16,"White Point",114.89797,-29.42313,"Irwin Reef",0,0,-29.42313,114.89797,"-29.42313114.89797",17.75
"603",603,"4.4.JB7",2018-08-16,"White Point",114.89755,-29.42255,"Irwin Reef",0,0,-29.42255,114.89755,"-29.42255114.89755",17.75
"604",604,"4.4.JB38",2018-08-16,"White Point",114.89557,-29.42214,"Irwin Reef",0,0,-29.42214,114.89557,"-29.42214114.89557",17.75
"605",605,"4.4.JB50",2018-08-16,"White Point",114.89769,-29.42058,"Irwin Reef",2,5,-29.42058,114.89769,"-29.42058114.89769",17.75
"606",606,"4.4.JB17",2018-08-16,"White Point",114.89775,-29.42018,"Irwin Reef",7,10,-29.42018,114.89775,"-29.42018114.89775",17.75
"607",607,"4.4.LH1",2018-08-16,"Little Horseshoe",114.92662,-29.45929,"Cliff Head",3,0,-29.45929,114.92662,"-29.45929114.92662",17.75
"608",608,"4.4.LH35",2018-08-16,"Little Horseshoe",114.9267,-29.45978,"Cliff Head",11,13,-29.45978,114.9267,"-29.45978114.9267",17.75
"609",609,"4.4.LH9",2018-08-16,"Little Horseshoe",114.92651,-29.46004,"Cliff Head",1,0,-29.46004,114.92651,"-29.46004114.92651",17.75
"610",610,"4.4.LH5",2018-08-16,"Little Horseshoe",114.9264,-29.46046,"Cliff Head",6,10,-29.46046,114.9264,"-29.46046114.9264",17.75
"611",611,"4.4.LH29",2018-08-16,"Little Horseshoe",114.9262,-29.46094,"Cliff Head",0,2,-29.46094,114.9262,"-29.46094114.9262",17.75
"612",612,"4.4.LH22",2018-08-16,"Little Horseshoe",114.92443,-29.46503,"Cliff Head",0,0,-29.46503,114.92443,"-29.46503114.92443",17.75
"613",613,"4.4.LH23",2018-08-16,"Little Horseshoe",114.92518,-29.46673,"Cliff Head",1,3,-29.46673,114.92518,"-29.46673114.92518",17.75
"614",614,"4.4.LH24",2018-08-16,"Little Horseshoe",114.92407,-29.46724,"Cliff Head",4,1,-29.46724,114.92407,"-29.46724114.92407",17.75
"615",615,"4.4.LH13",2018-08-16,"Little Horseshoe",114.92345,-29.46732,"Cliff Head",4,0,-29.46732,114.92345,"-29.46732114.92345",17.75
"616",616,"4.4.SR41",2018-08-16,"South Rig",114.86876,-29.458,"Irwin Reef",4,2,-29.458,114.86876,"-29.458114.86876",17.75
"617",617,"4.4.SR20",2018-08-16,"South Rig",114.87161,-29.45602,"Irwin Reef",0,0,-29.45602,114.87161,"-29.45602114.87161",17.75
"618",618,"4.4.SR11",2018-08-16,"South Rig",114.86999,-29.45525,"Irwin Reef",6,0,-29.45525,114.86999,"-29.45525114.86999",17.75
"619",619,"4.4.SR21",2018-08-16,"South Rig",114.8702,-29.45405,"Irwin Reef",3,4,-29.45405,114.8702,"-29.45405114.8702",17.75
"620",620,"4.4.SR31",2018-08-16,"South Rig",114.87074,-29.4525,"Irwin Reef",5,2,-29.4525,114.87074,"-29.4525114.87074",17.75
"621",621,"4.4.SR49",2018-08-16,"South Rig",114.87101,-29.45173,"Irwin Reef",2,3,-29.45173,114.87101,"-29.45173114.87101",17.75
"622",622,"4.4.WL16",2018-08-16,"Whites Lump",114.88614,-29.38517,"Irwin Reef",6,7,-29.38517,114.88614,"-29.38517114.88614",17.75
"623",623,"4.4.WL28",2018-08-16,"Whites Lump",114.88601,-29.38419,"Irwin Reef",0,3,-29.38419,114.88601,"-29.38419114.88601",17.75
"624",624,"4.4.WL15",2018-08-16,"Whites Lump",114.88676,-29.38377,"Irwin Reef",2,2,-29.38377,114.88676,"-29.38377114.88676",17.75
"625",625,"4.4.WL27",2018-08-16,"Whites Lump",114.88716,-29.38294,"Irwin Reef",2,6,-29.38294,114.88716,"-29.38294114.88716",17.75
"626",626,"4.4.WL18",2018-08-16,"Whites Lump",114.88726,-29.38328,"Irwin Reef",2,1,-29.38328,114.88726,"-29.38328114.88726",17.75
"627",627,"4.4.WL32",2018-08-16,"Whites Lump",114.88766,-29.38267,"Irwin Reef",0,5,-29.38267,114.88766,"-29.38267114.88766",17.75
"628",628,"4.4.WL34",2018-08-16,"Whites Lump",114.8883,-29.38319,"Irwin Reef",1,3,-29.38319,114.8883,"-29.38319114.8883",17.75
"629",629,"4.4.IR10",2018-08-16,"Irwin Reef",114.8734,-29.34492,"Irwin Reef",12,10,-29.34492,114.8734,"-29.34492114.8734",17.75
"630",630,"4.4.IR44",2018-08-16,"Irwin Reef",114.87416,-29.34421,"Irwin Reef",35,45,-29.34421,114.87416,"-29.34421114.87416",17.75
"631",631,"4.4.IR47",2018-08-16,"Irwin Reef",114.87411,-29.34364,"Irwin Reef",18,24,-29.34364,114.87411,"-29.34364114.87411",17.75
"632",632,"4.4.IR3",2018-08-16,"Irwin Reef",114.87418,-29.34337,"Irwin Reef",2,1,-29.34337,114.87418,"-29.34337114.87418",17.75
"633",633,"4.4.IR6",2018-08-16,"Irwin Reef",114.87399,-29.34293,"Irwin Reef",4,5,-29.34293,114.87399,"-29.34293114.87399",17.75
"634",634,"4.4.IR36",2018-08-16,"Irwin Reef",114.87373,-29.34249,"Irwin Reef",7,6,-29.34249,114.87373,"-29.34249114.87373",17.75
"635",635,"4.4.IR37",2018-08-16,"Irwin Reef",114.87368,-29.34202,"Irwin Reef",3,12,-29.34202,114.87368,"-29.34202114.87368",17.75
"636",636,"4.4.IR39",2018-08-16,"Irwin Reef",114.87342,-29.34186,"Irwin Reef",6,6,-29.34186,114.87342,"-29.34186114.87342",17.75
"637",637,"4.4.IR8",2018-08-16,"Irwin Reef",114.87309,-29.34134,"Irwin Reef",5,4,-29.34134,114.87309,"-29.34134114.87309",17.75
"638",638,"4.4.IR46",2018-08-16,"Irwin Reef",114.87294,-29.32329,"Irwin Reef",10,4,-29.32329,114.87294,"-29.32329114.87294",17.75
"639",639,"5.1.GR13",2018-09-14,"Golden Ridge",114.9292,-29.53557,"Golden Ridge",7,14,-29.53557,114.9292,"-29.53557114.9292",17.89
"640",640,"5.1.GR20",2018-09-14,"Golden Ridge",114.9293,-29.5368,"Golden Ridge",3,0,-29.5368,114.9293,"-29.5368114.9293",17.89
"641",641,"5.1.GR5",2018-09-14,"Golden Ridge",114.9293,-29.53714,"Golden Ridge",1,0,-29.53714,114.9293,"-29.53714114.9293",17.89
"642",642,"5.1.GR1",2018-09-14,"Golden Ridge",114.9285,-29.53723,"Golden Ridge",10,4,-29.53723,114.9285,"-29.53723114.9285",17.89
"643",643,"5.1.GR16",2018-09-14,"Golden Ridge",114.9285,-29.53828,"Golden Ridge",6,2,-29.53828,114.9285,"-29.53828114.9285",17.89
"644",644,"5.1.GR35",2018-09-14,"Golden Ridge",114.9286,-29.53828,"Golden Ridge",1,4,-29.53828,114.9286,"-29.53828114.9286",17.89
"645",645,"5.1.GR32",2018-09-14,"Golden Ridge",114.928,-29.53913,"Golden Ridge",9,7,-29.53913,114.928,"-29.53913114.928",17.89
"646",646,"5.1.GR21",2018-09-14,"Golden Ridge",114.9285,-29.53968,"Golden Ridge",8,8,-29.53968,114.9285,"-29.53968114.9285",17.89
"647",647,"5.1.GR24",2018-09-14,"Golden Ridge",114.9284,-29.5401,"Golden Ridge",6,4,-29.5401,114.9284,"-29.5401114.9284",17.89
"648",648,"5.1.GR9",2018-09-14,"Golden Ridge",114.9277,-29.54037,"Golden Ridge",5,4,-29.54037,114.9277,"-29.54037114.9277",17.89
"649",649,"5.1.CHin2_34",2018-09-14,"Cliff Head South",114.9526,-29.53743,"Cliff Head",0,1,-29.53743,114.9526,"-29.53743114.9526",17.89
"650",650,"5.1.CHin2_26",2018-09-14,"Cliff Head South",114.9524,-29.53802,"Cliff Head",0,0,-29.53802,114.9524,"-29.53802114.9524",17.89
"651",651,"5.1.CHin2_31",2018-09-14,"Cliff Head South",114.9527,-29.53846,"Cliff Head",3,0,-29.53846,114.9527,"-29.53846114.9527",17.89
"652",652,"5.1.CHin2_29",2018-09-14,"Cliff Head South",114.9527,-29.53855,"Cliff Head",14,24,-29.53855,114.9527,"-29.53855114.9527",17.89
"653",653,"5.1.CHin2_29",2018-09-14,"Cliff Head South",114.9503,-29.54026,"Cliff Head",14,24,-29.54026,114.9503,"-29.54026114.9503",17.89
"654",654,"5.1.CHin2_41",2018-09-14,"Cliff Head South",114.9527,-29.53883,"Cliff Head",4,3,-29.53883,114.9527,"-29.53883114.9527",17.89
"655",655,"5.1.CHin2_22",2018-09-14,"Cliff Head South",114.9504,-29.53992,"Cliff Head",4,0,-29.53992,114.9504,"-29.53992114.9504",17.89
"656",656,"5.1.CHin2_11",2018-09-14,"Cliff Head South",114.9505,-29.54092,"Cliff Head",4,2,-29.54092,114.9505,"-29.54092114.9505",17.89
"657",657,"5.1.CHin2_33",2018-09-14,"Cliff Head South",114.9589,-29.53501,"Cliff Head",1,0,-29.53501,114.9589,"-29.53501114.9589",17.89
"658",658,"5.1.CHin2_30",2018-09-14,"Cliff Head South",114.9588,-29.53605,"Cliff Head",2,5,-29.53605,114.9588,"-29.53605114.9588",17.89
"659",659,"5.1.CHin2_12",2018-09-14,"Cliff Head South",114.9588,-29.53587,"Cliff Head",1,1,-29.53587,114.9588,"-29.53587114.9588",17.89
"660",660,"5.1.CHin1_40",2018-09-14,"Cliff Head Mid",114.9605,-29.52075,"Cliff Head",0,2,-29.52075,114.9605,"-29.52075114.9605",17.89
